,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
SLX1B,-19.91486279137179,0.0,-22.66910261759947,0.0,0.0,-22.9636718816493,0.0,-20.04859633128463,-18.481310378102123,-19.792039860297194
ANKRD62,0.0,-22.27824681796314,-22.66910261759947,-21.6045923641559,0.0,-21.9636718816493,-21.67889172840783,-24.218521332726944,0.0,-18.055074266130987
P2RY13,-13.167415713337263,-13.281067337025519,-13.234474389962744,-14.092839710388521,-13.088923957325445,-13.591895237311377,-13.397348016902782,-14.319164409803834,-14.686894511752019,-15.384536033703757
TNFSF15,-18.91486279137179,-17.37135622235462,-18.861747695541865,-19.019629863434744,-19.37843057452043,-18.64174378676194,-18.649144385013777,-18.933119113864695,-18.34380685435219,-17.470111765409833
ZFP41,-17.72723578819602,-16.15930574523963,-15.811121622471896,-16.51712952290556,-18.088923957325445,-17.504240263012004,-17.820910733280257,-18.41116641066934,-17.481310378102123,-17.569647438960747
PHLDA2,0.0,-23.27824681796314,-22.66910261759947,0.0,-23.548355575962745,-23.9636718816493,-24.26385422912898,-24.218521332726944,-23.803238472989488,0.0
ATG9B,-18.130591482427228,-19.1907839767128,-19.084140116878313,-22.6045923641559,-20.74100065390514,-19.208784379485834,-19.263854229128984,-19.26432502234007,-19.481310378102123,-18.207077359576036
GPR88,-22.084787792814105,-22.27824681796314,-22.66910261759947,-21.6045923641559,-21.96339307524159,-23.9636718816493,-22.263854229128984,-21.896593237839582,-21.481310378102123,-19.50253324310221
HKR1,-15.136420561229425,-14.770452177764442,-14.887742904074809,-14.752843322739842,-15.024793619905731,-14.808853772597198,-14.625418315138512,-14.867582151180512,-14.534111793840069,-14.395910823568412
PLAG1,-15.955504775869137,-17.27824681796314,-16.624708498241013,-15.82323265063124,-16.45032349300222,-16.137123394358387,-15.752101575361603,-15.600135830468338,-15.878425969383706,-15.569647438960747
OR8H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
OR5T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
YIPF6,-14.405307693308657,-14.530053968373679,-14.435482940839766,-13.633048810205127,-13.904499386188022,-14.393816273318356,-14.156637153537604,-13.92504968388881,-14.461163804990347,-14.373250226157243
OR5T2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
ZBTB20,-13.705409425742841,-12.509235496866125,-12.76070999682572,-12.949956335627933,-12.580408870150038,-12.153903752938888,-11.922057456737155,-12.226645233723529,-12.571417294332083,-12.338997916948996
OR2Z1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
C3orf58,-14.139343956436193,-14.344556163010907,-14.603013427141697,-13.794020729414752,-13.902697143554033,-14.376832093687476,-14.319874314785245,-14.259968617295934,-14.11149495381821,-14.135416374448592
C5orf30,-16.530198941136465,-17.148963801018173,-16.259711681461766,-15.960736174381173,-15.72180708867183,-16.463825994566097,-17.16582214616846,-16.246977778776174,-16.584069952527326,-15.640036766852145
OR8K5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
AMIGO1,-15.165924555539508,-15.365357481733177,-14.836212603434726,-15.096797723957202,-16.83411005829662,-16.09948573699502,-15.479219383571463,-16.104779166677755,-15.721089431635615,-15.240865673032319
OR8H3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR8H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
GPR3,-21.499825292092947,-23.27824681796314,-19.861747695541865,-21.6045923641559,0.0,0.0,-22.67889172840783,-22.218521332726944,-22.803238472989488,-22.961964861739506
TMEM252,-15.91486279137179,-16.470891895905535,-17.861747695541865,-15.82323265063124,-16.875930233991248,-16.6968853409544,-17.854463292991284,-19.463633830563474,-18.075318018426287,-16.622114858854882
ODF3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
OR5AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
ACTL9,0.0,0.0,0.0,0.0,0.0,-22.9636718816493,-22.263854229128984,-24.218521332726944,0.0,-21.377002361018352
SIAH2,-13.615145975574587,-12.860394303077241,-12.277859028172028,-13.986206861897294,-11.54554056035569,-13.111922840233245,-13.077120940000118,-11.516348647361395,-13.735804112232966,-13.76967204726874
COPG1,-13.242437449400294,-12.656194998506763,-12.576345476679617,-13.890346846489777,-12.78597353725235,-12.812655342757054,-13.009416080861728,-12.99693421146214,-12.823813277658013,-12.879815820385634
ADGRB1,-21.084787792814105,-21.693284317241982,-20.347174522712105,-22.6045923641559,-20.74100065390514,-19.208784379485834,-19.941926134241623,-20.896593237839582,-21.481310378102123,-18.569647438960747
OR6S1,0.0,0.0,0.0,0.0,0.0,-22.9636718816493,0.0,0.0,0.0,-21.377002361018352
SLC9A9,-14.790167043922477,-14.588248846543694,-14.968662899458378,-14.32846795888166,-14.179849114455052,-14.650788926364946,-14.398120958277225,-14.292225337945831,-14.313390512550189,-14.122761073642563
LSM10,-15.617182242731106,-15.577807099822046,-15.927635631198322,-15.16164886830717,-16.097144464130416,-16.208784379485834,-16.2980699444669,-16.07386308989506,-16.8725011354266,-17.055074266130987
RELL1,-15.405307693308657,-15.496887104438478,-14.169256730516263,-14.627312440655984,-14.718632840876687,-14.558530418512959,-14.56514956235864,-14.558525440296966,-16.145026990237692,-16.30375337898771
RFX7,-14.744937789929478,-14.315350812625878,-14.289724250528208,-13.883493175448715,-14.559670889190578,-14.303675989219325,-14.0278400372289,-14.099580260003435,-14.579236798791381,-14.157833840556188
SLC35C1,-16.762859697926743,-16.148963801018173,-15.811121622471896,-16.582224551127446,-18.190803571344663,-17.62382187876468,-17.820910733280257,-17.775577836878217,-16.792011217566234,-17.31810867196478
TIGIT,-14.776448762674697,-14.678333975776013,-15.114513765921831,-14.797237442098295,-16.48226638550497,-16.06885411834136,-15.850226300104813,-15.633558832005788,-13.959317421700453,-14.119614518325696
RNF41,-13.062419979785648,-13.654365327949682,-13.388331847468866,-13.670901709203665,-14.068575311933643,-13.89623752089278,-13.921779561129847,-14.068774213222262,-12.925954339466292,-13.28953951976801
SLC2A4,-14.94012954998222,-20.108321816520828,-20.347174522712105,-15.212274941377139,-16.753939709612638,-18.009475571262428,-18.740292273071972,-17.951734792032042,-22.21827597226833,-20.377002361018352
FTMT,0.0,-23.27824681796314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
IBA57,-16.051364791276654,-15.244823816425688,-15.550161544875962,-15.84970486199243,-15.948442733775616,-15.849929715600116,-15.693998620798038,-15.675489512471707,-15.579236798791381,-15.544112346853607
CLDN7,-19.384348074673014,-18.885929395184377,-19.347174522712105,-19.145160745518602,-19.024793619905733,-19.056781286040785,-19.45649930707138,-18.933119113864695,-19.159382283214764,-18.961964861739506
ZNF329,-15.592934696484429,-16.483830951613033,-15.996677275627974,-15.876671909592702,-17.398608456458064,-16.1563169595917,-16.0159267156854,-15.910182302587536,-15.648420363937383,-15.213772012150045
ZNF101,-13.026796070054926,-13.434325766674105,-13.369894599212191,-12.650396053769024,-13.991849521290815,-13.379648941391759,-13.157291288684101,-13.301895410515707,-12.528860319743123,-12.642292740792511
OR4C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf24,-14.629460572509544,-15.133588575131258,-14.94118216303627,-14.323821594025297,-14.681076836253082,-14.44403562880609,-14.381211179767144,-14.49742214401976,-14.524789014769006,-14.430583401223194
ADO,-14.51114060532078,-15.083489963540892,-14.861747695541865,-15.771702349991159,-15.186411802227504,-15.58429351457804,-15.415231288699646,-15.62980669714468,-14.428199041642563,-14.438402905682493
COA4,-15.499825292092947,-15.835303322114411,-15.750239380324874,-16.51712952290556,-16.429414503239236,-16.169256015299194,-16.025449489803904,-16.270154101142268,-15.753389923538927,-15.28248476223406
OR4P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAG1,-14.113244238863333,-14.574343244518476,-14.597640255042844,-15.019629863434742,-14.605841070623503,-14.57996758917525,-14.79014847950957,-14.679362521618911,-14.077020313657288,-14.094686122029843
GINS3,-17.875334427185155,-17.55032636339994,-17.66910261759947,-18.282664269268537,-18.122090821260645,-18.081028832287462,-18.263854229128984,-18.759089714089647,-17.481310378102123,-16.407376010061867
OR4C15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
OR4A15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-20.64003676685214
OR4A16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
OR52K2,-21.084787792814105,-16.267019562539886,-21.66910261759947,-18.69770176854738,-16.766995862438087,-18.319815691874577,-18.30965791874211,-19.463633830563474,-20.803238472989488,-18.961964861739506
NEUROG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-20.377002361018352
CCDC149,-16.91486279137179,-16.7236579662855,-16.811121622471898,-16.960736174381175,-17.226427481075383,-16.669051132757676,-16.693998620798038,-17.42410546637684,-17.13081313101799,-15.676562642877256
MRPS11,-15.051364791276654,-15.570887685882255,-15.084140116878313,-15.238270149910083,-15.911730955419095,-15.773847322769285,-15.740292273071972,-15.710726692528247,-14.951489431573428,-14.83268184479454
SNRPE,-16.455431172734492,-16.67833397577601,-15.50923128082108,-16.74661136902833,-15.92630375650637,-15.491996667257258,-15.469438362778877,-15.232679395723602,-16.295443832790788,-15.640036766852145
RTKN2,-16.029505357312914,-16.483830951613033,-17.383700398737222,-15.84970486199243,-16.471539978911913,-15.91382333219874,-15.919558321213168,-15.20729407730369,-16.06852885276365,-15.640036766852145
PNMAL1,-23.0847877928141,-23.27824681796314,-22.66910261759947,0.0,-23.548355575962745,-23.9636718816493,-24.26385422912898,0.0,-23.803238472989488,-18.64003676685214
CHST15,-11.786725225095086,-11.46166311017557,-11.095928832912984,-11.537158003399377,-11.596706590058124,-11.493775732978385,-11.865644967662133,-11.866753888767052,-12.216867777875523,-12.507665568119606
ADIG,-22.084787792814105,0.0,-22.66910261759947,-22.6045923641559,-22.548355575962745,-23.9636718816493,-24.26385422912898,0.0,0.0,-20.1546099396819
USH1G,0.0,0.0,0.0,0.0,0.0,-23.9636718816493,0.0,0.0,0.0,-19.961964861739506
MGAT4C,0.0,-21.693284317241982,-21.084140116878313,-22.6045923641559,-22.548355575962745,-21.9636718816493,-21.941926134241623,-23.218521332726947,-23.803238472989488,-17.438402905682494
TRIM49B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.792039860297194
IDH2,-13.870468672013338,-13.208125873486315,-12.817353576183413,-13.264742361271274,-13.988022741750303,-14.483891617620202,-14.55477041657864,-14.0176227276885,-13.028451413388312,-13.19378053696258
OR52A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.261525143598416
PTCHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.218521332726944,0.0,-20.377002361018352
OR6B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
TMEM259,-13.451792595671145,-13.29953635885678,-14.338185739484853,-15.721949314794058,-13.86536099228106,-13.521765177107063,-13.666732800339416,-14.010286974387157,-14.073617729436448,-14.510753749907176
WRB,-16.398287265630884,-16.974466069786036,-16.084140116878313,-15.771702349991159,-15.861855048779525,-16.195487556872376,-16.3331168915661,-15.951734792032042,-15.945257477861915,-15.544112346853607
TNRC18,-14.88511544797774,-12.734248367828599,-13.511755682236625,-14.932167022184405,-14.837549142263391,-13.898929116899046,-14.512310170039886,-14.736721901061193,-15.775332476419601,-16.407376010061867
FAM181B,0.0,0.0,0.0,0.0,-23.548355575962745,0.0,0.0,-24.218521332726944,-22.21827597226833,-18.64003676685214
TMEM30B,-19.384348074673014,-19.37135622235462,-18.581639776349128,-20.282664269268537,-20.963393075241587,-20.378709380928147,-19.941926134241623,-20.41116641066934,-19.633313471547176,-18.50253324310221
DEXI,-16.818001252119203,-16.148963801018173,-16.329252614714843,-17.560198244797448,-16.933645731847534,-16.632755003534687,-16.649144385013777,-16.641092504691194,-16.792011217566234,-16.00776855135263
ZNF716,0.0,-22.27824681796314,-22.66910261759947,-21.6045923641559,-21.96339307524159,-22.9636718816493,-22.263854229128984,0.0,0.0,-18.50253324310221
NOP10,-12.872899498268099,-13.896703866778555,-13.765220771863289,-13.957133937700979,-13.571075652462829,-13.678269662787054,-13.793195355068432,-13.726668236397268,-13.182102359714845,-13.23915733056996
FAM89A,-17.83686027937052,-18.27824681796314,-18.499177616157155,-17.51712952290556,-17.904499386188018,-18.081028832287462,-18.093929227686672,-16.626064295458864,-17.780870659961032,-16.895875671281733
KCNIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.218521332726944,0.0,-18.055074266130987
TDRKH,-17.38434807467301,-16.99284459910089,-17.347174522712105,-17.112739267826225,-17.820435121399544,-17.1563169595917,-17.21946010977053,-17.504275815060822,-16.908420709681543,-17.00776855135263
ZNF708,-13.968443831576636,-15.143820497742212,-14.934392997373632,-14.16164886830717,-14.620577613880402,-13.938532319370795,-13.504798289968816,-14.276006827387706,-14.026805440544754,-13.797057935063819
IST1,-12.111808006747811,-12.118375481184751,-12.18226759603642,-12.470166043934974,-12.406887020569659,-12.368880763560037,-12.354336114832371,-12.456139294016552,-11.589526674883814,-11.747038673797071
ERCC6L2,-14.037663880700078,-14.030319304519555,-13.741324655517127,-13.527776767105069,-13.8035217384632,-13.366550452859734,-13.206539351346281,-13.287045098840151,-13.077020313657288,-12.793292743607275
MRPL41,-16.073560537390847,-16.212157627505366,-15.635679616062017,-16.604592364155902,-16.715465561798002,-16.42451307054127,-16.489067169527814,-16.385631318562204,-15.663687120590694,-15.95073760631625
ENPP7,-21.499825292092947,-23.27824681796314,-19.347174522712105,-22.6045923641559,0.0,-20.641743786761943,-22.263854229128984,0.0,-21.481310378102123,-19.261525143598416
CREB3L2,-15.875334427185154,-13.843618590326415,-14.407007772229289,-15.485651291432392,-14.602911739584833,-15.18888482204813,-15.443675266713797,-15.33282495938755,-15.458942565073668,-14.895875671281733
P2RY8,-13.978879284242945,-13.205444283418933,-13.374481868707843,-13.630177774350374,-14.605841070623503,-14.461834696747005,-14.220826945534437,-14.226999486651248,-13.908420709681542,-14.151393226998357
UNC5C,-22.084787792814105,-19.577807099822046,0.0,0.0,0.0,-23.9636718816493,-21.941926134241623,0.0,-21.803238472989488,-17.438402905682494
MRGPRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.803238472989488,-21.961964861739506
TSEN54,-15.477457479064492,-15.451698330672224,-15.402316076904567,-16.604592364155902,-17.190803571344663,-16.35634156789969,-16.025449489803904,-16.17960234343464,-14.995883550931882,-15.685840456465268
RGMA,-23.0847877928141,-19.95631872307578,-22.66910261759947,0.0,-21.548355575962745,-21.9636718816493,-23.263854229128984,-21.41116641066934,-22.21827597226833,-16.733146171243625
ASB18,0.0,-22.27824681796314,-22.66910261759947,-22.6045923641559,0.0,-22.9636718816493,-21.67889172840783,-24.218521332726944,-23.803238472989488,-17.676562642877258
UBA7,-12.868041934618796,-12.138695465564346,-13.811121622471896,-13.84970486199243,-12.503278524027802,-13.292130814937417,-13.670463106337246,-13.642982085892413,-12.833132582377306,-13.03122752417662
MRPS16,-13.99203065189425,-14.536779831561992,-13.789519367986685,-13.921597780474215,-14.55683372988705,-14.520728385800574,-14.627229608585337,-14.352788061875184,-13.91906795388105,-13.893186583754092
FAM159A,-16.37054227514798,-15.956318723075777,-16.311550612981385,-17.6045923641559,-16.918998955883133,-16.284191782143857,-15.893166822321767,-16.053614406051256,-16.93287375340608,-16.77214030285949
RAD51B,-16.762859697926743,-16.420265822835567,-16.76221202199095,-16.112739267826225,-15.199627421731668,-15.855147424871134,-15.446870605873604,-15.660100619458278,-16.13790255580431,-15.802093524961117
CRYGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
LDOC1,0.0,-20.693284317241982,-21.66910261759947,0.0,-21.96339307524159,-22.378709380928147,-23.263854229128984,-23.218521332726947,-21.21827597226833,-20.377002361018352
ARL6IP4,-13.825044529123321,-14.365357481733177,-13.91755855851037,-14.939256446970724,-14.413929255741818,-13.989257291843776,-13.985404770908504,-13.789114591212964,-13.337672068180087,-13.62657450704558
EXT1,-15.051364791276654,-15.1907839767128,-14.608406685911914,-14.1783276094538,-14.718632840876687,-14.582128930464716,-14.106507293766143,-14.304136200571502,-15.244817759720823,-14.802093524961117
SHMT2,-14.087608311876481,-14.417159911967746,-13.688963039960312,-13.781225124109664,-14.712305220904673,-14.16439026012738,-14.451676923614539,-14.010286974387157,-13.379072184171386,-13.360194073331794
MOB2,-14.64599594023584,-14.37738000998239,-14.529551265200675,-15.560198244797446,-15.151750794780886,-14.930248880111852,-14.994727549979569,-15.163238897225753,-14.474563545661539,-14.442328608896293
HHIPL1,-23.0847877928141,-22.27824681796314,0.0,-22.6045923641559,0.0,-22.9636718816493,-23.263854229128984,-22.63355883200579,-21.481310378102123,-17.676562642877258
ATP6AP2,-12.572047330010603,-13.255879004934684,-12.611110894840293,-12.040442874170168,-13.220802931881503,-12.90906756368863,-12.984824092679336,-12.93369723250232,-12.319926517990133,-12.58692543039258
ZAR1,0.0,0.0,0.0,0.0,0.0,-22.378709380928147,-24.26385422912898,-22.218521332726944,0.0,-21.961964861739506
CYB5D1,-18.2774328707565,-17.04942812746726,-17.714906307212594,-17.746611369028326,-17.419072559017778,-16.137123394358387,-16.57036727162966,-16.366772291310888,-17.715775631739145,-17.502533243102206
FAM153B,-19.177897197205585,-17.420265822835567,-19.20967099896217,-19.282664269268537,-19.548355575962745,-16.6598911334722,-16.25822967993511,-18.009067967097995,-18.758844353631034,-16.45417022154081
BACE2,-15.88511544797774,-16.73908800685511,-15.50923128082108,-16.560198244797444,-17.13896463982504,-16.215479032059843,-16.07402967024897,-16.068774213222262,-16.393847536851787,-15.704577019046853
UBE2E2,-16.83686027937052,-17.7236579662855,-17.421175104155886,-18.797237442098293,-17.088923957325445,-17.169256015299194,-16.671397191860905,-17.07896998032815,-17.295443832790788,-16.917570742381052
SYNM,-19.177897197205585,-19.1907839767128,-17.66910261759947,-16.195201428018198,-16.89014409321095,-15.545819366763403,-16.605642746377193,-16.348156613143537,-16.68429740026598,-15.895875671281733
KCNA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.1546099396819
GABRG3,-23.0847877928141,-22.27824681796314,0.0,-22.6045923641559,0.0,-22.9636718816493,-23.263854229128984,0.0,-22.803238472989488,-16.71403734829592
PRR34,-18.762859697926743,-17.663536973847933,-17.5398196006545,-18.081030408098886,-19.847915857821654,-18.57135445887054,-18.709265377451345,-19.311630737118424,-19.048350970826018,-18.961964861739506
NLRP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.792039860297194
FIGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.71403734829592
IZUMO1,0.0,-22.27824681796314,-20.66910261759947,0.0,0.0,-22.9636718816493,-23.263854229128984,-23.218521332726947,-23.803238472989488,-19.37700236101835
TMIGD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.961964861739506
B4GALNT4,-23.0847877928141,0.0,0.0,0.0,-21.96339307524159,0.0,-22.263854229128984,-21.896593237839582,-23.803238472989488,-20.961964861739506
AP1S2,-12.715190446535427,-13.862505049673048,-13.50923128082108,-13.075161810009748,-12.853127284466995,-12.781277528244772,-12.833401677463453,-12.648191231696146,-12.794809850918906,-13.347255017624297
C8orf33,-15.208270846249103,-15.543537197737301,-15.302780403353653,-15.746611369028328,-16.064539798698487,-15.930248880111852,-15.736377223068589,-15.691044326666548,-14.890349136759527,-14.89050249918288
DCAF4L1,-18.329900290650635,-17.786393721633463,-19.66910261759947,-17.112739267826225,-17.933645731847534,-17.169256015299194,-17.208571793627794,-18.24124140922703,-19.21827597226833,-17.129074847574763
SPACA6,-19.177897197205585,-18.634390628188417,-18.421175104155886,-20.282664269268537,-20.226427481075383,-19.056781286040785,-19.093929227686672,-19.089238315781976,-20.633313471547176,-18.31810867196478
MBD3L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.961964861739506
ZSCAN22,-17.06241997978565,-16.233852698604686,-16.01089113484767,-16.98988252004069,-17.398608456458064,-17.169256015299194,-16.987729823854746,-17.218521332726944,-16.995883550931882,-16.81221774223482
KCNJ14,-21.499825292092947,-18.885929395184377,-20.347174522712105,-19.019629863434744,-20.963393075241587,-20.1563169595917,-20.263854229128984,-20.311630737118424,-21.21827597226833,-19.37700236101835
FBXL6,-16.74493778992948,-16.55032636339994,-16.47927805871945,-19.282664269268537,-17.173316144615818,-16.844730808925796,-16.880149936654934,-16.759089714089647,-16.860723967650248,-17.103983866611934
C1S,-21.499825292092947,-20.27824681796314,0.0,0.0,-21.96339307524159,-20.79374688020699,-21.263854229128984,-21.218521332726944,-20.995883550931882,-18.569647438960747
GLTPD2,-19.76285969792674,-20.693284317241982,-18.421175104155886,-19.145160745518602,-23.548355575962745,-21.9636718816493,-21.456499307071383,-20.759089714089647,-20.21827597226833,-21.961964861739506
KIAA2012,-21.499825292092947,-20.470891895905535,-21.66910261759947,-21.019629863434744,-20.74100065390514,-20.056781286040785,-21.67889172840783,-21.41116641066934,-21.803238472989488,-17.874502020489164
PRAMEF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.00776855135263
LIPF,0.0,-20.95631872307578,0.0,-22.6045923641559,-21.226427481075383,-21.9636718816493,-22.67889172840783,-22.218521332726944,0.0,-18.874502020489164
OR5P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.261525143598416
DAOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.1546099396819
ZNF804B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.874502020489164
KBTBD3,-17.04039367345565,-18.03031930451955,-17.499177616157155,-16.84970486199243,-17.820435121399544,-17.032934544086416,-17.2980699444669,-16.989702642231062,-17.264079661881457,-16.676562642877258
YBEY,-16.894963233934085,-17.470891895905535,-16.78645956823763,-17.019629863434744,-18.30042806251916,-16.803800544870914,-17.035035538633103,-16.78389310509022,-16.780870659961032,-16.83268184479454
CLN8,-15.391300835314777,-14.750769811902742,-14.968662899458378,-14.621598789461588,-14.712305220904673,-14.771379067178536,-14.812643117296656,-14.683245956106141,-14.673955456044519,-14.812217742234822
PLCXD1,-16.356867338250904,-15.605821475991645,-16.603013427141697,-16.960736174381175,-16.48226638550497,-16.02703394264673,-16.292310675178214,-16.710726692528247,-16.368610245352762,-16.60441285712142
NXPH4,-23.0847877928141,-23.27824681796314,-21.66910261759947,-21.6045923641559,-23.548355575962745,-22.9636718816493,-21.941926134241623,-24.218521332726944,-23.803238472989488,-21.377002361018352
CACNB4,-16.625356174176805,-18.37135622235462,-18.20967099896217,-16.8766719095927,-18.05650247963307,-16.715744368205716,-16.693998620798038,-17.633558832005786,-17.445686468371402,-15.37700236101835
IFNL1,-23.0847877928141,-23.27824681796314,0.0,0.0,0.0,-23.9636718816493,-23.263854229128984,-23.218521332726947,-22.21827597226833,-22.961964861739506
TRAPPC6B,-14.267804169558724,-14.997476047832537,-15.09924700926852,-14.057697904268263,-14.235472620678388,-14.076451266180918,-13.954377875287879,-13.826203909948182,-14.37697371828739,-14.350940064432152
PGBD4,-15.93504067330942,-17.03031930451955,-15.996677275627974,-16.21227494137714,-17.105412080114014,-17.208784379485834,-16.97845201026674,-16.800668817841046,-16.908420709681543,-16.0916001421561
CDY2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.64003676685214
NPLOC4,-13.643918625203233,-13.020858975270489,-13.104953127613738,-14.309971615264272,-13.415213363562142,-13.515555576239839,-13.523230184639571,-13.163238897225753,-13.311385376659812,-13.718790878266553
OTOL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.961964861739506
KCNK4,0.0,0.0,0.0,-22.6045923641559,0.0,-23.9636718816493,0.0,-24.218521332726944,0.0,0.0
TEX19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.961964861739506
TSHZ2,-18.04039367345565,-17.52335931579967,-17.5398196006545,-18.019629863434744,-17.20850557307812,-17.393816273318357,-16.269500792270126,-17.618608490539817,-17.32750504202309,-16.055074266130987
CAPN12,-20.084787792814105,-18.956318723075775,-17.714906307212594,-19.43466736271359,-21.226427481075383,-18.13078186748456,-18.035035538633103,-18.24124140922703,-18.18852862887428,-18.207077359576036
EXOC7,-12.644956908832711,-12.253799693922492,-12.728055011258888,-13.653307649188926,-13.115813675574485,-13.231504455985919,-13.208571793627796,-13.133048873545661,-12.49376211914838,-12.805881785450822
KPNA2,-17.412362450842608,-16.407882098379737,-15.411714774906818,-16.496067907377732,-16.690374580835172,-17.520728385800574,-17.854463292991284,-17.775577836878217,-17.481310378102123,-16.733146171243625
XKRX,-18.440931603039378,-18.693284317241982,-19.499177616157155,-19.145160745518602,-19.74100065390514,-18.504240263012004,-17.854463292991284,-18.19615351969849,-18.758844353631034,-17.60441285712142
BGN,0.0,-20.470891895905535,-18.499177616157155,-22.6045923641559,0.0,0.0,0.0,0.0,0.0,-20.377002361018352
CEP97,-14.781007044636999,-14.719826104694476,-14.641196621029584,-14.116752330332849,-14.173316144615818,-13.907034166536102,-14.240099875829568,-14.051103186895205,-14.143242580559509,-13.757393717490302
LHFPL1,-23.0847877928141,-21.693284317241982,0.0,0.0,-23.548355575962745,0.0,-21.67889172840783,-24.218521332726944,-23.803238472989488,-19.792039860297194
FES,-12.903635535948538,-12.637098220551907,-12.714906307212592,-12.760671312866865,-12.887468305660178,-12.70040268127664,-12.968085294708477,-12.938330540510036,-12.912974195968376,-13.565360080557648
GLRX5,-14.242437449400294,-14.19609777660927,-12.72073538601479,-14.810176497805795,-12.38659383265807,-14.25631274956842,-13.535083379586322,-12.348541999826983,-14.153982295472174,-14.718790878266555
FAM104B,-17.625356174176805,-17.85198206326104,-17.14554066154246,-17.746611369028326,-17.548355575962745,-17.5542809455116,-17.369036465821043,-16.87867132984232,-17.694714016211318,-17.18060514821485
TBPL2,0.0,-20.108321816520828,-21.66910261759947,0.0,-20.74100065390514,-20.9636718816493,-21.456499307071383,-21.63355883200579,-22.21827597226833,-19.50253324310221
CAV3,0.0,0.0,-21.084140116878313,-22.6045923641559,-23.548355575962745,-22.9636718816493,0.0,-23.218521332726947,-23.803238472989488,-19.261525143598416
MXRA7,-17.303428079289446,-16.289562131190973,-14.576345476679617,-15.081030408098886,-17.665712526600903,-16.773847322769285,-16.203158297441433,-16.12048924976642,-14.287538634705445,-14.591277454932289
LIMK2,-11.827399950121452,-11.083489963540892,-11.623342956216785,-12.031892137668608,-11.725386485509457,-11.49759542025305,-11.75804267520939,-12.078969980328152,-13.535281388586649,-12.8008329787552
MFSD5,-14.8040170226835,-14.864618888938967,-14.975615660100143,-16.375773673660017,-15.450323493002218,-15.788746199148623,-15.960073480951882,-15.856577558991702,-14.37069657260123,-14.709299429289256
RNASE10,0.0,-23.27824681796314,-22.66910261759947,0.0,-21.96339307524159,-22.9636718816493,-24.26385422912898,0.0,0.0,-20.64003676685214
ADI1,-14.67964632967776,-15.300966894463222,-14.268223181317284,-14.145160745518604,-14.883019658777568,-14.781277528244773,-14.873685272928803,-14.654371842741213,-14.543495209298705,-14.41507040185187
