,Gene,Mean Diff,Initial p-val,Adjusted p-values,Reject?
CRACR2A,CRACR2A,0.09513128917606117,0.599208553719575,0.8085770774407794,False
ARL2BP,ARL2BP,0.09238295814452613,0.6020617665773893,0.8101351778272051,False
CEACAM1,CEACAM1,-0.17898963144898694,0.5542539185911393,0.7795960278521212,False
ABT1,ABT1,0.044515258234019583,0.8447417021803565,0.9370836960543906,False
DAGLB,DAGLB,-0.15113876646302593,0.1306630248915677,0.41902418098631417,False
CRY2,CRY2,0.06255712482058762,0.672793558771259,0.8493998665989851,False
CCR5,CCR5,0.7608365537669908,0.014842482775356146,0.17190085183422962,False
NDUFV3,NDUFV3,0.1174449290258135,0.2969800785406561,0.5949368180959431,False
SLC38A9,SLC38A9,0.10602593599250376,0.3554274563019836,0.6414689196726373,False
MRPL51,MRPL51,0.13737504257452393,0.41300144081325996,0.6852663058908185,False
C3orf62,C3orf62,-0.2721378235965588,0.051360177964391796,0.28834318666053665,False
SNRNP48,SNRNP48,0.16944528277777238,0.3032942895771259,0.6009395630296873,False
MED12,MED12,0.06078068349911803,0.8525872701025056,0.9399241673865928,False
ABCD2,ABCD2,0.10833415790171763,0.6537960982073203,0.8390756431616209,False
ELL2,ELL2,0.20130990051611342,0.3307067142492378,0.6211209555707363,False
EAPP,EAPP,-0.0832608410849911,0.4144566712298504,0.686270135902607,False
UBE2A,UBE2A,0.12789647015556227,0.07973509518676254,0.3415285257749544,False
ZNF548,ZNF548,0.3081414990782534,0.06896094325812192,0.32327592930270316,False
GNB5,GNB5,-0.02136363649354145,0.8628067792342086,0.9455280975983865,False
ASPM,ASPM,1.2378834609773577,3.532337710023713e-05,0.01544367482969951,True
CLN8,CLN8,0.03841915656879813,0.6973172325378618,0.8633568992353727,False
TCOF1,TCOF1,0.3160906581150247,0.059169342727090936,0.3030082543852441,False
ADARB1,ADARB1,0.27661387942447035,0.126448451277364,0.41573311596961066,False
CBR4,CBR4,0.18503033476367747,0.2593360015887657,0.5628325987414801,False
MOAP1,MOAP1,0.11677571242763207,0.43375271890907574,0.7008450571320044,False
UBL7,UBL7,0.10373906937102362,0.66339031908956,0.8436498143505943,False
DRAP1,DRAP1,0.17258405856541792,0.652300038141287,0.8379755509569692,False
KCTD10,KCTD10,0.1538259535533122,0.21940323004586504,0.5218065235411133,False
MITD1,MITD1,0.07168532460214827,0.6870008146112242,0.8585873687131461,False
E4F1,E4F1,-0.09334410577350383,0.47212778525988575,0.724910279592037,False
WBP2,WBP2,-0.386081383191037,0.12717568642181676,0.4158822888362268,False
WIPF2,WIPF2,-0.10863996098367323,0.6125971507296059,0.8163553343415995,False
RBX1,RBX1,0.008894112034454338,0.9422713591460178,0.9803217437716393,False
SNX22,SNX22,-0.23971957370523356,0.17166966599208855,0.46981019546497127,False
MMGT1,MMGT1,0.02565340314792941,0.8230226400851526,0.9265053604169368,False
C11orf54,C11orf54,-0.00032705946298072774,0.9978175458740163,0.9996276025258787,False
TRAPPC4,TRAPPC4,0.11224646713451136,0.573869031141396,0.792151143404561,False
BRPF1,BRPF1,0.12046716389417966,0.397517123288739,0.6743388796904146,False
KIAA1958,KIAA1958,0.4290471575610155,0.22250320571050086,0.52435932583632,False
NUAK2,NUAK2,-0.3686319827011566,0.17638514287124274,0.4749318204126123,False
UTP23,UTP23,0.11447346713367246,0.45049826615907507,0.7128178154469781,False
VAMP1,VAMP1,-0.0518725338357342,0.7861978467711833,0.9093445773996943,False
KLHDC3,KLHDC3,0.023614814480881208,0.8619544856495643,0.9451572255755283,False
GMEB1,GMEB1,0.14137031010706025,0.17337280512011466,0.47146097700361933,False
GPR160,GPR160,-0.004895864838321273,0.9821456353740213,0.9932368153704298,False
CTSL,CTSL,0.41462280030149223,0.3511581259478448,0.6382843411307488,False
ZNF337,ZNF337,0.22018261565477637,0.10769814370549802,0.38722980340476065,False
PTOV1,PTOV1,-0.1635175427767468,0.40250392093199305,0.6780339769368122,False
MRPS10,MRPS10,0.2481498720483959,0.17729882113236684,0.4761700870596174,False
LRIG1,LRIG1,0.21319292322532668,0.07627991098316617,0.3384755059078538,False
SLC25A11,SLC25A11,-0.041931695244981526,0.6887891969185607,0.8591509690357094,False
BLCAP,BLCAP,0.03817481819559809,0.7837813552309483,0.9082171067991403,False
ARMC1,ARMC1,0.284439783054129,0.08286488188917979,0.34660534865581066,False
PRKAB2,PRKAB2,0.16744838334851408,0.15724978910458953,0.4525799123239419,False
PHLPP2,PHLPP2,-0.10334440204439588,0.5284045509583944,0.7632114588926792,False
MPI,MPI,0.09908453939845252,0.42933297485855637,0.6980153246344643,False
RNF19B,RNF19B,-0.5699647086898629,0.0634873403391196,0.313378443498789,False
SLC46A3,SLC46A3,0.057991958440311464,0.455419288409493,0.7154498672903205,False
ICOS,ICOS,0.7935865022412667,0.00015504133705502806,0.022595121523866796,True
MFAP3L,MFAP3L,-0.5614004760710198,0.08264948112443142,0.3464806254249536,False
PRR5L,PRR5L,-0.31212464390165273,0.28869345684558934,0.589409600281337,False
BRCA1,BRCA1,0.5110386044828203,0.0007073989124428933,0.04290599299574149,True
ITFG2,ITFG2,0.07453794436948513,0.5534214752435083,0.778947221962459,False
SEPHS1,SEPHS1,0.3309418120664933,0.03625167236885237,0.2534037535291804,False
RRM2,RRM2,1.2158703221986862,0.0006595389792343932,0.041438168003484314,True
GCLC,GCLC,0.11098755410576011,0.6160679413040331,0.8183860310512447,False
NOMO1,NOMO1,0.11689991337834194,0.5621335658751196,0.784187124372186,False
NUDC,NUDC,0.4030276064003857,0.07839478339030628,0.3404377915219476,False
ZNF639,ZNF639,0.19888606841676904,0.10954389369419334,0.3898438607941736,False
GUF1,GUF1,0.33304975012854676,0.00213082291964699,0.07553623275626982,False
OSBPL10,OSBPL10,0.16494995362337583,0.548216909008731,0.7753659558200047,False
ZNF3,ZNF3,0.12766875401387345,0.33080176521562343,0.6211708880471611,False
MYCBP,MYCBP,-0.04506434759253608,0.7286875242922441,0.8793623606309512,False
ZNF43,ZNF43,0.3620978019183134,0.028761841312369703,0.23179569960882895,False
CXorf23,CXorf23,0.2469735843387575,0.3183095056572375,0.6122868270813674,False
TNIP2,TNIP2,-0.16989191953675586,0.005129133445584405,0.10699800645033232,False
DUSP11,DUSP11,0.06591579348526189,0.49058137355630693,0.7388646982526667,False
RAE1,RAE1,0.10213523669245284,0.33165046683770993,0.6218004270499774,False
ACTL6A,ACTL6A,0.2726506134923845,0.12646538710224545,0.41573311596961066,False
MGAT4B,MGAT4B,-0.1936872643448737,0.2646924103828858,0.5670749663618974,False
KNL1,KNL1,0.9244293102761194,0.000646943503168332,0.040893844450272936,True
IRF2BPL,IRF2BPL,-0.30559739381241435,0.19307401669713875,0.49375343250618425,False
METTL4,METTL4,0.02492576688934811,0.8683280232537661,0.9475214172214816,False
BRI3,BRI3,-0.45902790958484907,0.0011449581999338778,0.052025141751271264,False
MGAM2,MGAM2,-0.5308702571025457,0.2968594088776352,0.5949368180959431,False
RNF181,RNF181,-0.10199714027896967,0.4577331329668791,0.7167148122121889,False
PILRB,PILRB,-0.22009296891365615,0.274079382979179,0.5763575245851985,False
NELFB,NELFB,0.11429896515503657,0.4039379464640984,0.6790325011611318,False
SIT1,SIT1,0.25580910724783834,0.3430328204463263,0.6320357128961023,False
CREB3L2,CREB3L2,0.1853080854229514,0.3779009627681251,0.6572708109275547,False
SETBP1,SETBP1,0.17397979963261356,0.35750425205551195,0.6434463322158639,False
BRI3BP,BRI3BP,0.15118210104048124,0.26795545271068244,0.5704314394995316,False
TSPAN2,TSPAN2,-0.321465276079433,0.2079435393769632,0.5096826813086837,False
AP3S1,AP3S1,0.0725280906113479,0.555417616678084,0.7799870477914019,False
ANKRD50,ANKRD50,0.11307696213764906,0.5980724455049473,0.8077711636868854,False
CHIC2,CHIC2,-0.13561838919441094,0.14898010088036923,0.44147082703691454,False
FIBP,FIBP,0.11328889295251265,0.6114500616139112,0.8159666153522537,False
DOK1,DOK1,-0.2983471683080854,0.024910483363390027,0.21302828193321233,False
FAM214B,FAM214B,-0.29241644994044336,0.12914823730069286,0.4176124665627643,False
NDUFA12,NDUFA12,0.13920350979138085,0.5935713988250796,0.8059878687053048,False
RFXANK,RFXANK,0.1262652390612189,0.5377841928795238,0.7695308244763185,False
DPP7,DPP7,-0.2016312163450067,0.08592046619692227,0.3517324566429618,False
LRRC57,LRRC57,0.05871466819833948,0.2599856839276917,0.5629417082944564,False
MYBL1,MYBL1,-0.05226821872695453,0.8146835356748128,0.922196954475847,False
AURKAIP1,AURKAIP1,-0.09966529120310597,0.43522018080932,0.701376811047512,False
SLC25A40,SLC25A40,0.2276645312106229,0.16911102748475648,0.46733790134252035,False
HEATR3,HEATR3,0.2598031297409378,0.020415570306640006,0.20011651448430212,False
DNPEP,DNPEP,0.13692040073054557,0.4390264865321618,0.7046457902063109,False
RASAL3,RASAL3,0.0925711192626224,0.6507545761008147,0.8372201774185689,False
GFM2,GFM2,0.19062566885240528,0.12711138419984766,0.4158822888362268,False
NIFK,NIFK,0.30740996238330176,0.0848236352055822,0.34963858751264526,False
PROSER1,PROSER1,0.37522458324555785,0.008399442055819781,0.1347635252166926,False
ASUN,ASUN,0.44281472832030566,0.002346406408945684,0.08004105779450328,False
CARHSP1,CARHSP1,-0.0043787808605220135,0.9758305200070962,0.9910662983693312,False
GAA,GAA,-0.21804687605287754,0.42260598883890765,0.6915790144863783,False
ZKSCAN5,ZKSCAN5,0.06036904212082206,0.6431941742670302,0.8340420673365224,False
TDP1,TDP1,0.3432701681261179,0.04805760027179857,0.2819918730031931,False
ALG6,ALG6,0.295346993866513,0.04198610901290288,0.2678581012955032,False
RRP8,RRP8,0.1746040355591134,0.1181507759474599,0.40382934593377745,False
LAS1L,LAS1L,0.35947454100145215,0.04222613712118936,0.26804528542809436,False
NBPF11,NBPF11,0.19931338656468967,0.2036736632395243,0.5053066231071067,False
SCAMP2,SCAMP2,0.2340147544887614,0.3613292517418252,0.6466473108623526,False
C5AR1,C5AR1,-0.45013391188524565,0.14971505159978177,0.4420258965775211,False
C12orf45,C12orf45,0.27347202717256636,0.23866890289843745,0.5426549941740637,False
ARMT1,ARMT1,0.06858263142752108,0.4793144934792285,0.7296455795847301,False
SLC19A1,SLC19A1,-0.699767439818098,0.0235074618616835,0.20900022805443128,False
GLT8D1,GLT8D1,0.12619691125159704,0.28382909072770757,0.5851242837797304,False
CYHR1,CYHR1,-0.20646582658328683,0.18896816743869782,0.4890113076098085,False
RRP1B,RRP1B,0.34699017386016173,0.04645979933925323,0.278853910153438,False
BRAT1,BRAT1,-0.17816398009816936,0.23305920650034329,0.5372342385342931,False
CCR6,CCR6,-0.09527453465066316,0.6877832893560183,0.8589542502725128,False
TIMMDC1,TIMMDC1,0.11359337891638255,0.17236671720424213,0.47051240426462976,False
FRG1,FRG1,0.06260130925802798,0.6482661801522613,0.8362423012692327,False
ZNF561,ZNF561,0.1111286618337104,0.3164023367559279,0.611194720099402,False
AKIRIN2,AKIRIN2,-0.1485858398775619,0.27046016708818565,0.5738975227684916,False
RAB32,RAB32,-0.39791610176532366,0.059015432128118925,0.302691511983356,False
DEPDC5,DEPDC5,0.14547381099042767,0.2789219638665277,0.5798946239055824,False
CARD6,CARD6,-0.08590076829556992,0.5321658289326212,0.7649337045191773,False
TRAP1,TRAP1,0.3372411749050581,0.009725933879746025,0.14297320623043602,False
GRPEL2,GRPEL2,0.40281118937532234,0.00783049409967412,0.1302145397589232,False
TRAPPC13,TRAPPC13,0.22316298741188056,0.13570190805855287,0.4258134333906684,False
MPHOSPH10,MPHOSPH10,0.3759866894241064,0.022144300256068988,0.20562844476719636,False
HACD2,HACD2,0.1880774239929046,0.0254695595456858,0.21587406164206874,False
CERS5,CERS5,-0.02223154824758744,0.8146314394604635,0.922196954475847,False
COMMD2,COMMD2,0.20931615799451997,0.15355261782611035,0.4475790231122786,False
FUT7,FUT7,-0.3529941707177624,0.10494495916014665,0.38355536623734543,False
IFT80,IFT80,0.3940184700864009,0.1262790515668985,0.41573311596961066,False
ZFAND4,ZFAND4,0.26245146194100855,0.01829342507967644,0.18818912682455383,False
MYO19,MYO19,0.30778401340611516,0.00424578484216271,0.100794163685098,False
KLHL15,KLHL15,0.3531102956350374,0.009429389464623414,0.14210521701705073,False
TMOD1,TMOD1,0.001114128608922016,0.9977220374778771,0.9996276025258787,False
TNFRSF10A,TNFRSF10A,0.1428941850213974,0.22776173933515365,0.5315584360391844,False
FAM122A,FAM122A,0.23037247999897836,0.15827430183298474,0.4535158657870689,False
FAM177A1,FAM177A1,-0.013359511076680874,0.9081667455304309,0.9663507196231893,False
ZNF862,ZNF862,0.13978562208508905,0.2719810243321351,0.5752948403484723,False
TTL,TTL,0.2027516672442733,0.06353167374918958,0.31341695000011577,False
GCNT4,GCNT4,0.21669166001186824,0.3843325193883057,0.6621555579409105,False
ITGAV,ITGAV,0.06925521263811696,0.6214000183218449,0.8214097243954546,False
BRE,BRE,0.13739128239318532,0.4538657275509378,0.7145733904462581,False
KLHL20,KLHL20,0.1919760326087694,0.14441777813020143,0.4362096390613272,False
GPATCH2,GPATCH2,0.35769760307756293,0.04454609884613361,0.274308811732676,False
SYMPK,SYMPK,0.07864086335017717,0.7321898381982316,0.8810628408502345,False
GRINA,GRINA,-0.043326253773093626,0.9200116754510406,0.9711824179494958,False
SGSM2,SGSM2,0.04293115726041563,0.8481105399728412,0.9380033235788099,False
COX19,COX19,-0.11644704420075414,0.39009063941638267,0.6671715662943609,False
UXT,UXT,-0.1295714753189845,0.5030731169551228,0.7471686080976793,False
COBLL1,COBLL1,0.02123536275871274,0.9093989777359777,0.9669827517389745,False
STOML2,STOML2,0.22007737631175495,0.2787173199595967,0.5798174413242332,False
GPSM3,GPSM3,-0.35652990165067955,0.1710596268038963,0.4695078901525723,False
EXOSC9,EXOSC9,0.32193033662350423,0.11067822331913751,0.3910257903325623,False
LTBP1,LTBP1,-0.6343101761289596,0.05246829293886083,0.2908345471777426,False
NOMO3,NOMO3,0.024350837087647292,0.9232140455856253,0.9721542229762636,False
TTC38,TTC38,-0.06486949671931797,0.8127174580694982,0.9217049615097703,False
PLEKHA8,PLEKHA8,0.2839136381546261,0.013182923532970417,0.1638468568920944,False
CTNND1,CTNND1,0.21363296677249544,0.2726082928787875,0.5756648857269304,False
SIDT2,SIDT2,0.23841583042744574,0.2829111131757235,0.5842523736573246,False
KLHL42,KLHL42,0.24563540750962076,0.020752737026820546,0.2003297788614793,False
NOL7,NOL7,0.17665840508680297,0.15454329223904886,0.44907858362346714,False
ZNF737,ZNF737,0.08075140384437773,0.6610010171575943,0.8425875356537957,False
GTF3C2,GTF3C2,0.25074451538300657,0.09364084012941112,0.365404736139052,False
VAMP4,VAMP4,0.19796154954664402,0.32609461175486754,0.6177888605115274,False
ANKRD13C,ANKRD13C,0.20837976167180017,0.08000353724910302,0.3415285257749544,False
GPATCH11,GPATCH11,0.1380354633231171,0.25620258866007317,0.5598678387871345,False
PGM3,PGM3,0.23920715155615646,0.13748664116249495,0.4279941268970912,False
SYPL1,SYPL1,-0.030967796474891784,0.7820770561316506,0.9076472108841537,False
NSMCE1,NSMCE1,0.2706600144164284,0.06193499755690202,0.3099963962751008,False
MMS22L,MMS22L,0.5989593428885378,0.0009610537991663537,0.04832653443018169,True
FAM188A,FAM188A,0.044278419794018475,0.7278068632792751,0.8791243119854792,False
ZBTB2,ZBTB2,0.23850994860772978,0.1541118696418668,0.448321554796814,False
MRPL20,MRPL20,0.015855378275018595,0.91971838986558,0.9711824179494958,False
CLEC1B,CLEC1B,-0.08116629970459144,0.820645980616724,0.9257190146862271,False
LCLAT1,LCLAT1,0.3960666423923236,0.00036767253310660854,0.033211240165475,True
UPF3A,UPF3A,0.2441896764446625,0.17977431466868876,0.47962671848933414,False
ALAD,ALAD,0.19861513244179996,0.000921570447132863,0.04787147872160956,True
ASNA1,ASNA1,-0.012105247734284674,0.9334090086052707,0.9771374263268553,False
ABCA2,ABCA2,-0.14868987926463184,0.6542358779969872,0.8391828527504133,False
MEPCE,MEPCE,0.02323083777200452,0.8216459988092272,0.9261296163131864,False
NDC1,NDC1,0.4065062099693897,0.006277284756839816,0.1159639946364792,False
ZNF22,ZNF22,0.2100855294999171,0.18391362357642593,0.4831301966805294,False
ZFAT,ZFAT,-0.03134913869967093,0.7285065597421743,0.879313878562155,False
BLOC1S2,BLOC1S2,0.0314733597127681,0.8124469857695347,0.9217049615097703,False
EMC4,EMC4,0.008339794821646151,0.959624531934537,0.9859068850472821,False
ABI2,ABI2,0.20292730615193832,0.25746678164886905,0.5606140153230095,False
MPZL1,MPZL1,-0.4459244027528335,0.009598436308334833,0.1422991107711087,False
ZNF514,ZNF514,0.08399721004448857,0.46907926455875293,0.7242789112608823,False
ZNF211,ZNF211,-0.011495432018316265,0.9355925881838131,0.9778146201575049,False
TCF3,TCF3,0.023800244810693982,0.8948484130929416,0.9603809347022846,False
RPF1,RPF1,0.33240280384269205,0.019791929650234734,0.19647750030266137,False
PUM3,PUM3,0.41234253086385664,0.03462879124086285,0.25082959484830947,False
FBRS,FBRS,-0.33514447092616706,0.14299560091039523,0.4341588079724471,False
P2RX7,P2RX7,-0.09017238138676831,0.6375818744349385,0.8315906287689011,False
CAMSAP1,CAMSAP1,0.14745613389957057,0.1454250998968683,0.4374034474795726,False
GTF3C4,GTF3C4,0.30463852883397813,0.005065472996158839,0.10604968351060823,False
SPINT2,SPINT2,-0.17245403322523956,0.1978253535538519,0.49909338980982443,False
FBXW4,FBXW4,-0.0032239208771418504,0.9738273776111745,0.9908242677469267,False
RUVBL2,RUVBL2,0.21911030297043155,0.23503845049681493,0.5387196288910178,False
PPM1L,PPM1L,0.1791056670320721,0.25236275690131793,0.5558981139202188,False
ARL15,ARL15,-0.10035303168010579,0.2851854918717648,0.5860656808089362,False
RIOK2,RIOK2,0.3055423178703993,0.035005241016894846,0.25082959484830947,False
ZNF45,ZNF45,0.13737367432519676,0.260379615230786,0.5635393088195882,False
UBE2Q2,UBE2Q2,0.03646873282417573,0.7443402654307383,0.8882248779638737,False
ALDH5A1,ALDH5A1,0.1786181888836289,0.33747396671216057,0.6277458487343911,False
ARL4A,ARL4A,0.3374994552952284,0.23490069522513568,0.5386392034522178,False
KIAA0355,KIAA0355,0.08716196664986064,0.3754759674960505,0.6554432418792311,False
TRIM11,TRIM11,-0.1361357921465718,0.4747973559386989,0.7270332501878287,False
ZGPAT,ZGPAT,-0.11937855038486234,0.4711219027141992,0.7242789112608823,False
SHC1,SHC1,0.10213891914744977,0.5080977391895182,0.7502143507726905,False
SLC35A1,SLC35A1,0.06669504466447584,0.6047397248442345,0.811443135998949,False
ZNF672,ZNF672,-0.12314607244932141,0.475001306526624,0.7271941507709171,False
RNF135,RNF135,-0.17300288777920514,0.23106934028947612,0.5359309367212394,False
SMYD2,SMYD2,0.05749836777747319,0.6142602835551295,0.8172959957704256,False
STAM,STAM,0.15960812684235393,0.10076852543041645,0.37684693568512073,False
IDH3G,IDH3G,0.060774331712206475,0.6544736825342827,0.8391828527504133,False
CEP44,CEP44,0.23914336342849296,0.2164232540168166,0.5189509150819143,False
BIN3,BIN3,-0.16397276953729367,0.19335054688456776,0.4940206200580823,False
PDLIM1,PDLIM1,-0.23352311769414769,0.3226162841304393,0.6160664411122513,False
BCOR,BCOR,0.3897340068666466,0.05130145249209807,0.2882795323097275,False
P2RX4,P2RX4,0.024980772298597742,0.7778362133362453,0.9057635541601623,False
GBE1,GBE1,-0.061655883036587866,0.6925197039722064,0.8606305877294627,False
ANK3,ANK3,0.4973072194950898,0.11149880951289004,0.3919453963881927,False
KRI1,KRI1,0.33694804836035175,0.11196313878083732,0.3925703059186086,False
GPI,GPI,0.2677679051817492,0.16135664086584367,0.45747506960424145,False
VPS26A,VPS26A,0.10372161801577384,0.3663815430000754,0.6512094084385004,False
FAM196B,FAM196B,0.04236907976357429,0.9137402911515529,0.9684724116215397,False
PTPN9,PTPN9,0.1767161935338546,0.10831847213544261,0.38791321778744003,False
MKRN2,MKRN2,0.037146193177095554,0.7634058309129541,0.8991376567257411,False
ZNF195,ZNF195,0.3613951630284866,0.004552175729004906,0.10270057480222461,False
ING5,ING5,0.09936816687280725,0.4173318959478195,0.6881674338579058,False
MRPL49,MRPL49,0.05311133352326536,0.8248096314209394,0.92732534688738,False
CSTA,CSTA,-0.5089332709853167,0.002045199238449732,0.07418633832741584,False
ALYREF,ALYREF,0.5710096290964728,0.0482037800148785,0.28225572750899564,False
VPS52,VPS52,0.17318257867410125,0.05313319811385867,0.29138111491564017,False
RAD17,RAD17,0.23429511481821308,0.11468280950044908,0.3964964481345016,False
BAX,BAX,0.27108241286505574,0.3476632291861279,0.6351810016156817,False
RASGRF2,RASGRF2,0.23183357023465945,0.16693904269932347,0.46449946427353,False
METTL2B,METTL2B,0.17369154376162932,0.25057804288082564,0.5548249428040732,False
PRPF31,PRPF31,0.22323647829924553,0.09625258724769556,0.3694141909254095,False
TRIM37,TRIM37,0.2658247976630168,0.05409639706022784,0.2942066904275488,False
ABCC10,ABCC10,-0.030520128256586787,0.8230293387147075,0.9265053604169368,False
CRCP,CRCP,-0.018812340169779063,0.8293172439332142,0.9288251944433761,False
RBM22,RBM22,0.06991717148138576,0.5404107917509229,0.7707091875789974,False
ZCCHC3,ZCCHC3,0.2304359740807449,0.12876486928976796,0.4171441103604616,False
RANBP3,RANBP3,0.13229382047232185,0.32872547734877344,0.6196005808910867,False
ZNF230,ZNF230,-0.159424648216568,0.35116892226701735,0.6382843411307488,False
INPP5F,INPP5F,0.11061193868200903,0.3627659652922519,0.6481189325392567,False
MICU1,MICU1,-0.18057340794278431,0.20554148963073404,0.5071926330324884,False
SAMM50,SAMM50,0.26432994722128633,0.06958963888045983,0.3241883615537272,False
SEPSECS,SEPSECS,0.22717222207061383,0.04339629180894992,0.27153088249929125,False
ITM2C,ITM2C,-0.02737911582566177,0.9253222590590653,0.9736669137892872,False
RDX,RDX,0.23045769592710919,0.05738266909553822,0.30027729279181015,False
GPN1,GPN1,0.1716462946194124,0.37441217300062146,0.6547765795957547,False
RNFT1,RNFT1,-0.02233328149261915,0.8717406974951972,0.9493695006556413,False
SLC1A5,SLC1A5,0.05786566869669052,0.8111550633957595,0.9217049615097703,False
VKORC1L1,VKORC1L1,0.1319130256597667,0.04303978666289591,0.27010555110871215,False
B4GALT4,B4GALT4,0.28012136714278846,0.004478333659526941,0.10193309130025204,False
POLR2E,POLR2E,-0.1361089693288129,0.28996625251133756,0.5898985569758656,False
RGL4,RGL4,-0.023894594931032742,0.9198676129641841,0.9711824179494958,False
ALCAM,ALCAM,-0.14965960454266636,0.3611018471353945,0.6465941436845896,False
RHOU,RHOU,0.29092179118156203,0.06433500830460868,0.3148634524907924,False
MAST4,MAST4,0.13094813529445126,0.446753098198693,0.7108051863443275,False
CAPN10,CAPN10,-0.11854487418728077,0.26630868770563443,0.5686912412176175,False
IMP3,IMP3,0.11532400012882249,0.6339054428833973,0.8296831498285504,False
FER,FER,0.22572106360768984,0.2742175365688825,0.5763575245851985,False
C15orf57,C15orf57,-0.040930608151205305,0.7576072931792243,0.8952196195250962,False
DNASE2,DNASE2,-0.045917817499551816,0.8481450945000464,0.9380033235788099,False
EFL1,EFL1,0.19690346480625287,0.1401384340547235,0.43140996254919006,False
SMG6,SMG6,0.25859936635885816,0.20356843161091542,0.50521808316444,False
OTUD1,OTUD1,-0.053625865175657594,0.7568747973673808,0.8950270514871373,False
UNC50,UNC50,0.012136332807113348,0.9096285546513895,0.9669827517389745,False
RMND5B,RMND5B,-0.04660624357067533,0.595730995432202,0.8068936794978825,False
ANP32B,ANP32B,0.26895303420233496,0.3343764624524229,0.6247528882680331,False
FAM134B,FAM134B,0.3941368703110495,0.036412888416541944,0.2534037535291804,False
CASK,CASK,0.3305745653195338,0.005800106374727162,0.11187594887869873,False
COPS8,COPS8,0.333381773815157,0.02579419942389768,0.21773658573760948,False
KRTCAP2,KRTCAP2,0.10817682622120728,0.7182712077790298,0.8748484948607498,False
RSL24D1,RSL24D1,0.15074006956004027,0.555379436627008,0.7799870477914019,False
ZNF605,ZNF605,0.27901266185140905,0.025115420394615676,0.21408294573574516,False
C17orf80,C17orf80,0.2681099868127248,0.009432786471644044,0.14210521701705073,False
BCCIP,BCCIP,0.3451598667687179,0.007160826316368682,0.1237867389417736,False
SDF4,SDF4,-0.16639005871700263,0.2180380651944539,0.5205627799966791,False
MAP4K2,MAP4K2,-0.039503902136150515,0.7745240510510407,0.9042274978167761,False
RANBP1,RANBP1,0.38810953627998046,0.0189421228215827,0.19203835243175582,False
ACAD9,ACAD9,0.27657139745956627,0.004196589244890121,0.10007911578780009,False
HLA-G,HLA-G,-0.1534841575597028,0.640368060524714,0.8332567037556825,False
C15orf40,C15orf40,-0.014723470890370294,0.9095850913261093,0.9669827517389745,False
TRAM2,TRAM2,0.2595536599922248,0.24166361280338533,0.5457977376551706,False
UBE2V1,UBE2V1,0.32923300620716844,0.12039865599842905,0.407924797349537,False
EXOSC2,EXOSC2,0.16305306731875469,0.16882223528848828,0.4666627278403866,False
EXOSC3,EXOSC3,0.1684746577786118,0.12711194492016695,0.4158822888362268,False
CD300LB,CD300LB,-0.39143826751918276,0.010028845397297651,0.1444063564988472,False
METTL13,METTL13,0.27720336634668286,0.023543149676959665,0.20900022805443128,False
PPM1D,PPM1D,0.043417916287490144,0.5797640984500345,0.7977962860119786,False
SERPING1,SERPING1,0.5234655968750523,0.5636275356087548,0.7845881962675554,False
HIGD2A,HIGD2A,0.35516996849964855,0.41245639637997267,0.6849464705013656,False
RXRB,RXRB,-0.09684583724461326,0.3328374248238537,0.6232089754954847,False
LARS2,LARS2,0.2295405040456604,0.07653755309212865,0.3384755059078538,False
ZNF805,ZNF805,0.12910855918124398,0.3886710309428735,0.6659577282304983,False
TESC,TESC,-0.345783729911318,0.27220689142475474,0.5754958576964677,False
HELQ,HELQ,0.14979444652870022,0.19497596103480996,0.4958245882899289,False
TOP3B,TOP3B,0.17036118181710158,0.435625897451168,0.701494961944052,False
SENP3,SENP3,0.06312402826805119,0.6289787499046837,0.8266375278995298,False
OSTC,OSTC,0.07929148545345654,0.6997684692518902,0.8649686347196858,False
TMEM199,TMEM199,-0.08839890533543482,0.46216617407287897,0.7203072556004521,False
TANC2,TANC2,0.08347184863380441,0.6843516243406571,0.856909498115336,False
COG1,COG1,0.018008906029868044,0.8659826914521508,0.9462414226187044,False
CFDP1,CFDP1,0.22186213420741652,0.09650272501747682,0.36942834498664145,False
COG6,COG6,0.22012626184986317,0.07666952917225818,0.3384755059078538,False
PEPD,PEPD,0.0344751259372309,0.8312900019939095,0.9297299073675221,False
TXLNG,TXLNG,0.392139082019515,0.021148459723346145,0.2018072343838069,False
IQCB1,IQCB1,0.19406543998015024,0.24337073768869188,0.5473945946101465,False
ZNF891,ZNF891,0.24664151529282563,0.11434629698163017,0.39585473250684433,False
NDUFA1,NDUFA1,-0.1152576410845505,0.3928907304437026,0.6696475695789675,False
PARP6,PARP6,0.20595795207536405,0.3096982416714169,0.6058939768616073,False
ZDBF2,ZDBF2,0.16251315818728784,0.40846580587234127,0.6820546946242007,False
TRIM59,TRIM59,0.5142506321254157,0.013039414374084004,0.16288401788959936,False
TPK1,TPK1,0.01301657487895902,0.9225297348333694,0.9721542229762636,False
DESI1,DESI1,0.12188679470336261,0.31010058366205473,0.6061665793764821,False
CCDC18,CCDC18,0.23210858096240017,0.541469599213062,0.7711238469791883,False
TTC5,TTC5,0.15031743866317981,0.1024059082951814,0.379723830449753,False
NFRKB,NFRKB,0.1298956601454364,0.4633701896163872,0.7210653121229054,False
DNAJC9,DNAJC9,0.34574876008335664,0.008680684177110189,0.1369641088851992,False
