,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
CRTC1,-17.844933848211046,-17.055277854695298,-18.3636459778738,-17.393251177062105,-16.734660844882836,-16.16959832424802,-17.826961557229236,-15.836078691153476
RAB39A,-16.010943799649976,-16.035912529828366,-16.621142200166165,-16.09294589387454,-17.430403776322528,-17.746523505903763,-17.880400816190697,-16.975630043552272
RAB34,-17.813906952590422,-16.536810765761047,-16.3916603540434,-16.981197536222083,-17.276370147650105,-16.26970980903823,-16.701430675145378,-18.390667542831114
KATNAL2,-17.94223104956596,-16.650021376209036,-16.34984017834877,-17.77295560322867,-16.661287658552617,-17.676134178012365,-17.069162459645863,-16.931235924193818
CNTNAP3B,-17.64057534970486,-14.62087503054952,-14.88417660599996,-14.48080717053465,-15.85223044126401,-16.424595411016398,-15.322919051891649,-15.483776947222596
POLR2I,-16.79864019593711,-17.67976871960309,-16.91433857651021,-17.491935451921513,-17.37069753019826,-17.38662756081738,-17.084759314696882,-17.24770958898907
ST7,-17.5871360907434,-15.889691788977322,-16.181442646653053,-17.479224400171958,-17.010295287496263,-17.06845160079112,-16.75034027562632,-16.766176677923323
RHBDD3,-17.15904243863911,-17.67976871960309,-17.181442646653053,-17.27869141279925,-16.852230441264012,-17.278374670165356,-17.63104134725398,-16.998350120052354
SUV39H1,-17.876642707938384,-17.62087503054952,-16.724235693130268,-17.122289855456685,-17.410225894384897,-17.44396073588333,-16.978964650674286,-17.275190325411177
ASGR1,-17.51051480914049,-16.198642029866473,-16.997996505557122,-17.504759492279096,-16.936294706052486,-16.833235139097095,-17.216003847975138,-16.998350120052354
F2RL2,-17.28103296301772,-16.406750225196674,-17.064085696014892,-17.122289855456685,-16.685333132519265,-17.424595411016398,-17.701430675145378,-17.24770958898907
PLCH2,-17.561140882210456,-16.357840624715728,-18.309198193851426,-17.27869141279925,-17.025562044149574,-16.925493646949082,-18.322919051891645,-16.953262230523816
SLC17A9,-17.120568290824473,-17.264731220324247,-17.70653369139681,-16.99018631944934,-16.54672789428976,-16.722676763949394,-17.458574151249213,-16.953262230523816
KDELR1,-16.813906952590422,-17.310534909937374,-17.157195100406373,-17.035990009062463,-17.258222800939848,-16.098825249834643,-17.05373241907626,-16.998350120052354
FANCE,-17.346127991239605,-17.406750225196674,-16.65469475987719,-16.91979699155794,-17.332223382383624,-16.96691357432906,-16.81390540440379,-17.583312620773512
DTYMK,-16.90906418563076,-17.805299601686947,-16.434729075935284,-17.172563061937907,-16.980238053640083,-17.77077105215044,-16.448449933975507,-17.452068087495256
MAD2L1,-17.28103296301772,-16.382088170962405,-15.151196359784933,-17.09294589387454,-17.332223382383624,-18.65341410151228,-16.12450549348964,-17.846347026607305
CYP27A1,-19.668056086126967,-17.805299601686947,-16.295901371237967,-16.869170918487974,-16.865905378161088,-16.34963335333518,-15.250769266135814,-19.168275121494666
MRPL36,-16.681995277084837,-17.67976871960309,-16.42022950624017,-17.182831397391734,-17.18783347304845,-17.95297438337119,-16.993611426638687,-17.65370194866491
ADAL,-18.046567709380696,-16.114984100819566,-16.3636459778738,-17.09294589387454,-17.025562044149574,-18.524131084567312,-17.701430675145378,-16.70884350285737
ZSWIM3,-16.959104868130357,-17.264731220324247,-17.3916603540434,-17.172563061937907,-17.39032633694719,-16.734550864237686,-17.458574151249213,-17.021433733165395
EXOSC5,-17.302406613810287,-18.016803706880662,-16.854632330385943,-17.417296651028757,-17.58015089582721,-17.424595411016398,-16.448449933975507,-16.888167202301933
SUFU,-17.696070462296564,-15.907179215706163,-17.42022950624017,-16.73468558630095,-17.410225894384897,-16.129852145455267,-17.499796813975728,-16.24770958898907
BCKDHA,-17.668056086126967,-16.28745129682433,-17.231195681850153,-16.963386260105622,-17.936294706052486,-15.826865614221365,-16.48938019803039,-17.549365288850172
ANKRD54,-17.437758466705173,-17.177268379073908,-16.93480267906993,-16.812268527253494,-17.025562044149574,-17.463589542632263,-17.341534730058996,-17.36092019943706
AAAS,-17.844933848211046,-16.264731220324247,-17.181442646653053,-17.026712195474452,-16.557783082798757,-17.87205438798762,-17.23328183940697,-17.452068087495256
CCDC149,-17.324101684909603,-15.01680370688066,-15.66320625973271,-16.295306126650146,-17.120719277189913,-17.44396073588333,-16.67758393319101,-17.583312620773512
TSSK4,-17.64057534970486,-17.055277854695298,-16.89416069457258,-17.62561388715348,-16.785735029477102,-17.483489100069967,-17.499796813975728,-16.909540853094498
DMWD,-17.324101684909603,-17.055277854695298,-17.57223259968522,-17.27869141279925,-17.410225894384897,-16.38662756081738,-17.52085842950356,-17.09298699419043
RABGGTA,-16.561140882210456,-16.838466465622147,-17.309198193851426,-17.267720294978247,-17.276370147650105,-17.193982482874983,-17.23328183940697,-16.549365288850172
BBS1,-18.844933848211046,-16.357840624715728,-17.637820941312796,-18.162367294832016,-16.249234017712595,-16.453741756675914,-17.038465662422947,-16.65370194866491
C1orf122,-16.993456372921134,-17.406750225196674,-16.93480267906993,-17.267720294978247,-17.120719277189913,-16.396026258819628,-17.05373241907626,-16.975630043552272
PMEPA1,-17.64057534970486,-16.62087503054952,-17.086805772514975,-16.981197536222083,-17.120719277189913,-17.503666982007598,-17.084759314696882,-16.53268654770354
ECSIT,-16.391215880768144,-17.310534909937374,-17.231195681850153,-17.570647427935555,-17.58015089582721,-17.483489100069967,-17.02335877003274,-16.43647123244424
ERCC2,-17.94223104956596,-16.564291502183156,-17.157195100406373,-17.132205324321767,-17.205111464480286,-17.295862096894197,-17.458574151249213,-16.953262230523816
SPINT1,-17.75378596015285,-16.942803125436885,-16.724235693130268,-15.999231459052345,-16.625954585440333,-16.44396073588333,-17.038465662422947,-17.483776947222594
P2RY11,-17.23921278732309,-19.45737629826664,-17.778683477152644,-17.334834490836784,-16.936294706052486,-17.676134178012365,-17.67758393319101,-16.635780040667647
MLST8,-17.028645801383433,-17.220337100965793,-17.449375851899685,-17.323429727564534,-17.088297799497536,-17.34963335333518,-17.341534730058996,-17.483776947222594
PTPRM,-17.535605790103318,-15.979329001462,-16.098301411352807,-16.60475528225582,-16.865905378161088,-19.483489100069967,-17.826961557229236,-17.846347026607305
MGLL,-16.64057534970486,-16.28745129682433,-17.336165241451695,-18.0453278736418,-16.921939413075414,-14.725636139429938,-17.304540522576794,-16.846347026607305
VSTM1,-15.746443984811682,-15.979329001462,-18.671768273236133,-16.38730191073092,-17.37069753019826,-15.49354276473389,-15.993611426638687,-16.82588292404759
TSHZ3,-17.46160520865954,-15.29894693566216,-16.42022950624017,-15.937074982989776,-16.879711177686115,-16.161561005182605,-16.379502580258016,-17.168275121494666
UQCC3,-17.28103296301772,-17.016803706880662,-17.157195100406373,-17.697404570221494,-17.49268805457687,-17.38662756081738,-17.458574151249213,-16.82588292404759
MSH5,-18.368495804268058,-16.198642029866473,-16.724235693130268,-17.20358995755853,-17.104417464860813,-17.405486588068694,-17.322919051891645,-17.690227824690023
FLT3,-18.51051480914049,-14.606519737572452,-16.604654077377596,-16.273195425044396,-16.63763639048797,-14.587324911054507,-17.725678221392055,-17.421041191874636
SLC19A2,-17.346127991239605,-16.942803125436885,-16.434729075935284,-17.122289855456685,-16.936294706052486,-18.193982482874983,-16.866854284352748,-17.1176490484247
ABCC2,-17.218748684763376,-16.094806218881935,-16.16926793270695,-16.632634314831254,-16.4612098231037,-17.631046288483827,-16.389152750291732,-17.14274002938753
SLC41A1,-17.613608302104588,-15.679768719603091,-16.377585168831676,-17.45413341920913,-16.722169900699637,-17.463589542632263,-17.268471267869273,-16.33177385377755
KIF3C,-17.346127991239605,-16.333993882761362,-17.309198193851426,-17.035990009062463,-17.056588939770197,-15.326984614389977,-16.05373241907626,-16.583312620773512
C20orf27,-16.86070116406936,-16.979329001462,-17.637820941312796,-16.869170918487974,-17.258222800939848,-15.87205438798762,-17.148889652116598,-17.65370194866491
GPR55,-17.876642707938384,-16.24236340729579,-16.588352265048496,-16.877486186699976,-17.276370147650105,-17.210470605663552,-17.216003847975138,-17.975630043552272
ZDHHC8,-17.75378596015285,-17.016803706880662,-17.93480267906993,-17.132205324321767,-16.980238053640083,-17.083558493181332,-17.75034027562632,-16.80570504210996
RTN4IP1,-17.5871360907434,-17.872413797545487,-16.74215760112753,-17.441749694753295,-16.907725553855716,-18.098825249834643,-16.725678221392055,-17.021433733165395
CACNA2D4,-18.010943799649976,-16.094806218881935,-16.621142200166165,-17.142189412894385,-17.37069753019826,-16.434245581050117,-16.907881552612803,-17.24770958898907
MYO10,-17.028645801383433,-15.209448784823056,-16.4058742132631,-15.788552458279687,-17.025562044149574,-16.676134178012365,-16.63104134725398,-16.26138452588615
SPHK2,-17.368495804268058,-16.59230587835275,-17.42022950624017,-17.491935451921513,-17.18783347304845,-16.59813166601109,-17.907881552612803,-16.80570504210996
RAB15,-17.613608302104588,-16.564291502183156,-17.336165241451695,-17.25683197883551,-16.921939413075414,-16.65341410151228,-18.11646817442422,-16.346273423472663
CMTM5,-16.535605790103318,-16.838466465622147,-18.3636459778738,-18.697404570221494,-17.39032633694719,-14.104592193053529,-16.6894580334793,-16.044892705989383
ABCB6,-17.90906418563076,-16.62087503054952,-17.3916603540434,-16.8445088642537,-17.49268805457687,-17.114255290404248,-16.75034027562632,-16.600590612205348
C6orf1,-16.259971347489888,-16.979329001462,-17.25673077395729,-17.214082331376172,-17.240300892942585,-16.473505011497345,-17.084759314696882,-16.785805484672252
EXOSC4,-17.324101684909603,-16.872413797545487,-17.336165241451695,-17.182831397391734,-17.825263393663743,-14.506209176570051,-16.148889652116598,-16.74681135305639
HAUS8,-17.302406613810287,-16.48337150679959,-16.434729075935284,-17.193173341613193,-17.39032633694719,-18.26109667873352,-16.950109788002102,-17.168275121494666
MORC4,-17.668056086126967,-16.198642029866473,-15.966053613054369,-17.417296651028757,-17.351332205331328,-18.44396073588333,-16.907881552612803,-17.65370194866491
UGGT2,-17.813906952590422,-16.074906661444228,-16.52492688490686,-16.441749694753295,-16.322763053134558,-18.95297438337119,-17.542232080296124,-17.331773853777545
ZNF70,-18.046567709380696,-15.924881217439623,-16.68904626466797,-17.68275779425709,-16.825263393663743,-17.483489100069967,-17.58595345772544,-16.690227824690023
CNNM4,-17.613608302104588,-16.650021376209036,-17.10988938562802,-17.25683197883551,-16.980238053640083,-16.995202618760484,-17.341534730058996,-17.483776947222594
GOLGA6L9,-17.724639614493334,-14.49654689554732,-15.697763481769076,-17.182831397391734,-16.351332205331328,-18.524131084567312,-17.182056516051798,-16.33177385377755
CELSR1,-17.976178381489298,-16.094806218881935,-16.760304947837792,-17.08329572384082,-16.965441051712002,-16.524131084567312,-17.286393175866536,-16.37571720136514
ZDHHC12,-16.510514809140485,-16.310534909937374,-17.231195681850153,-17.035990009062463,-17.332223382383624,-16.153568214429075,-16.853433768590428,-17.690227824690023
GSTM2,-17.178671245388042,-15.419241169379871,-16.336165241451692,-17.727151913615543,-16.568923640403955,-17.177680670545882,-17.608321270753894,-17.331773853777545
POC1B-GALNT4,-16.324101684909603,-16.650021376209036,-17.336165241451695,-17.300887158913447,-16.649413558264325,-17.278374670165356,-17.907881552612803,-17.068739447943752
ICOSLG,-17.23921278732309,-16.741169264267235,-17.04171788298644,-16.999231459052346,-17.557783082798757,-16.36801188265003,-18.11646817442422,-15.931235924193818
OR2W3,-16.055612848983703,-16.382088170962405,-18.74215760112753,-17.820261318007027,-17.120719277189913,-16.980988759540786,-16.428412180738963,-14.73245606007932
RRAS,-16.425981298928818,-17.805299601686947,-17.064085696014892,-16.765219954449062,-17.088297799497536,-16.911947115111133,-16.921820743570677,-16.998350120052354
SYTL4,-17.90906418563076,-16.67976871960309,-16.671768273236133,-17.517698547986594,-16.661287658552617,-15.153568214429074,-16.665806765414654,-17.516198424914972
DBN1,-17.437758466705173,-17.872413797545487,-17.778683477152644,-16.300887158913447,-16.81196657105028,-16.04608378776267,-17.58595345772544,-17.65370194866491
PER3,-17.324101684909603,-15.942803125436885,-16.1452224587403,-17.15224307755831,-17.351332205331328,-18.44396073588333,-18.47903825380893,-17.727702530108687
PHGDH,-17.668056086126967,-16.28745129682433,-16.121571190675652,-17.182831397391734,-17.104417464860813,-18.746523505903763,-16.81390540440379,-18.068739447943752
CCDC144A,-18.976178381489298,-14.259106671130368,-15.269669829664787,-17.09294589387454,-17.072356255628513,-19.068451600791125,-16.369916531428817,-17.766176677923323
PCGF6,-18.010943799649976,-17.357840624715728,-16.637820941312796,-17.23529881728587,-16.649413558264325,-17.95297438337119,-16.866854284352748,-16.909540853094498
KLF8,-18.23921278732309,-16.62087503054952,-15.806697853322243,-17.162367294832016,-16.772795973769608,-17.58732491105451,-17.775431256589155,-16.19427033002761
IL2RA,-17.324101684909603,-16.942803125436885,-16.70653369139681,-17.3121144143367,-18.088297799497536,-17.980988759540786,-16.67758393319101,-17.766176677923323
ZNF324B,-17.302406613810287,-17.016803706880662,-17.181442646653053,-17.479224400171958,-17.15388614112511,-17.26109667873352,-17.268471267869273,-16.909540853094498
BIRC5,-17.7835333035469,-16.67976871960309,-15.363645977873801,-16.37547647533413,-17.673260300218693,-17.699217791125406,-16.076939810237583,-18.727702530108687
SGO1,-17.5871360907434,-16.838466465622147,-16.449375851899685,-16.765219954449062,-16.921939413075414,-18.483489100069967,-16.894075753087773,-17.1176490484247
RBP7,-16.79864019593711,-17.055277854695298,-16.4058742132631,-15.788552458279687,-16.28553014693558,-15.995202618760485,-16.39886790512495,-17.044892705989383
SEMA3C,-15.852795965984017,-16.035912529828366,-16.07540100924273,-15.860903302504372,-16.440599543428416,-17.463589542632263,-18.084759314696882,-17.1176490484247
LEAP2,-17.302406613810287,-17.094806218881935,-16.74215760112753,-17.504759492279096,-16.747260881662466,-18.227149346810183,-17.11646817442422,-17.021433733165395
LRRC27,-17.813906952590422,-15.725572409216214,-16.79729915531999,-17.45413341920913,-17.120719277189913,-17.95297438337119,-17.701430675145378,-17.549365288850172
AGAP3,-18.010943799649976,-15.997944679629345,-17.42022950624017,-16.36959990899746,-16.661287658552617,-17.79543310638471,-17.360393757310312,-17.24770958898907
CEP70,-17.696070462296564,-16.942803125436885,-16.955561239236726,-16.804319774138005,-16.213828681581393,-19.068451600791125,-17.438396269311582,-16.846347026607305
ARG2,-17.259971347489888,-17.13544820337928,-17.479123195293738,-18.122289855456685,-16.79879118230255,-16.96691357432906,-16.9358959287824,-16.909540853094498
CA4,-17.08309358540581,-15.33399388276136,-15.449375851899685,-16.3121144143367,-16.747260881662466,-13.181738887120236,-14.63104134725398,-15.690227824690023
PYROXD2,-17.613608302104588,-16.536810765761047,-17.01969157665644,-17.026712195474452,-16.99518839510605,-17.925493646949082,-17.47903825380893,-17.068739447943752
TM7SF2,-17.368495804268058,-18.09480621888193,-17.449375851899685,-17.530754700812043,-17.31336435513231,-17.331486006624917,-17.198930334616193,-17.044892705989383
TOX,-17.64057534970486,-17.310534909937374,-16.79729915531999,-17.5841939597735,-16.722169900699637,-18.009557911737556,-18.05373241907626,-16.207445718775343
NTHL1,-17.23921278732309,-17.872413797545487,-16.854632330385943,-17.193173341613193,-17.410225894384897,-17.34963335333518,-16.78814230833871,-17.24770958898907
CYB5D1,-18.23921278732309,-17.094806218881935,-16.588352265048496,-16.68275779425709,-16.322763053134558,-17.009557911737556,-17.542232080296124,-17.24770958898907
PRUNE2,-17.5871360907434,-15.220337100965793,-16.3636459778738,-16.981197536222083,-16.852230441264012,-16.405486588068694,-17.775431256589155,-16.74681135305639
HABP4,-17.813906952590422,-17.13544820337928,-16.604654077377596,-17.246025223878927,-16.747260881662466,-17.44396073588333,-17.182056516051798,-17.975630043552272
ZNF461,-17.414299493881185,-16.406750225196674,-16.01969157665644,-17.885849659634605,-16.865905378161088,-18.746523505903763,-17.198930334616193,-16.846347026607305
DBNDD2,-17.139677113772176,-17.055277854695298,-16.54052373995788,-16.74987199011563,-16.852230441264012,-17.846059179454677,-16.574898269216447,-17.727702530108687
FGFRL1,-16.876642707938384,-17.220337100965793,-17.89416069457258,-17.162367294832016,-16.17075995968951,-18.609019982153825,-18.05373241907626,-16.82588292404759
COL6A6,-17.75378596015285,-15.889691788977322,-16.157195100406373,-17.25683197883551,-16.825263393663743,-18.56595126026194,-17.250769266135812,-16.931235924193818
NUDT15,-17.178671245388042,-17.805299601686947,-16.309198193851426,-17.3121144143367,-16.865905378161088,-18.06845160079112,-17.286393175866536,-17.220742541388802
ZNF69,-17.561140882210456,-17.406750225196674,-16.65469475987719,-17.543930089559776,-16.591466209055042,-18.746523505903763,-17.216003847975138,-16.600590612205348
TMEM141,-17.139677113772176,-17.942803125436885,-17.01969157665644,-17.381377076773813,-16.965441051712002,-16.82052408734754,-16.853433768590428,-16.80570504210996
TMEM186,-17.696070462296564,-17.872413797545487,-16.3916603540434,-17.27869141279925,-17.240300892942585,-17.295862096894197,-17.069162459645863,-17.068739447943752
FZD3,-18.08309358540581,-15.444552257909058,-16.05285844059164,-17.530754700812043,-16.18783347304845,-18.699217791125406,-16.96446508097917,-17.931235924193818
KIFC1,-17.324101684909603,-16.872413797545487,-16.008803260513705,-16.040651386432327,-17.49268805457687,-18.65341410151228,-16.428412180738963,-18.068739447943752
FBXL15,-16.94223104956596,-18.177268379073908,-18.309198193851426,-16.70478410058709,-17.240300892942585,-16.609019982153825,-18.853433768590428,-17.766176677923323
FAM174A,-16.89276237330166,-17.942803125436885,-16.494230087683945,-16.836380983370304,-17.37069753019826,-17.193982482874983,-17.701430675145378,-17.549365288850172
LACE1,-17.724639614493334,-16.741169264267235,-16.309198193851426,-17.334834490836784,-16.965441051712002,-18.483489100069967,-16.84013694597697,-16.953262230523816
UBE2D4,-17.368495804268058,-16.772878123994573,-16.816158182571307,-17.214082331376172,-17.056588939770197,-17.925493646949082,-16.907881552612803,-17.275190325411177
SLC9A1,-18.198570802825746,-16.156206763546077,-17.20610470088732,-17.334834490836784,-17.04099208471918,-15.214622248934019,-17.268471267869273,-16.618078038934186
GALE,-17.876642707938384,-17.357840624715728,-16.70653369139681,-17.42947136497486,-17.010295287496263,-16.631046288483827,-16.58595345772544,-17.19427033002761
FBXL12,-17.368495804268058,-18.016803706880662,-17.449375851899685,-17.417296651028757,-17.31336435513231,-16.911947115111133,-18.286393175866536,-16.975630043552272
MYL5,-17.368495804268058,-16.772878123994573,-17.479123195293738,-17.289746601308245,-17.17075995968951,-16.304685947281204,-17.360393757310312,-17.168275121494666
DLG3,-17.813906952590422,-16.772878123994573,-16.07540100924273,-17.05472657164405,-16.81196657105028,-18.405486588068694,-17.216003847975138,-18.888167202301933
NCR3,-16.73913918418845,-18.357840624715728,-16.52492688490686,-18.289746601308245,-17.04099208471918,-17.82052408734754,-16.978964650674286,-17.483776947222594
FUZ,-17.120568290824473,-17.406750225196674,-17.449375851899685,-17.224651573086362,-17.557783082798757,-16.82052408734754,-16.78814230833871,-17.303204701580775
NCBP2-AS2,-17.324101684909603,-18.264731220324247,-17.04171788298644,-17.300887158913447,-16.838683909426063,-17.02405748143267,-16.96446508097917,-17.331773853777545
HAUS5,-18.414299493881185,-16.979329001462,-17.3916603540434,-17.193173341613193,-16.734660844882836,-17.82052408734754,-17.038465662422947,-17.044892705989383
INO80C,-17.46160520865954,-16.310534909937374,-16.70653369139681,-17.441749694753295,-17.205111464480286,-18.06845160079112,-17.458574151249213,-17.021433733165395
TBC1D19,-17.7835333035469,-17.942803125436885,-16.509496844337257,-17.172563061937907,-16.322763053134558,-19.26109667873352,-17.1005266305552,-17.275190325411177
YBEY,-17.414299493881185,-17.62087503054952,-17.74215760112753,-17.017493665445073,-17.258222800939848,-17.03870425739707,-17.11646817442422,-16.846347026607305
TMEM56-RWDD3,-16.959104868130357,-17.564291502183156,-17.282725982490234,-16.79641457605266,-16.602870972327292,-18.483489100069967,-17.701430675145378,-16.467835403353575
AIMP2,-17.198570802825746,-17.406750225196674,-16.3916603540434,-17.3121144143367,-17.625954585440333,-17.77077105215044,-16.866854284352748,-17.421041191874636
IL18BP,-17.437758466705173,-16.564291502183156,-17.671768273236133,-17.08329572384082,-16.661287658552617,-17.331486006624917,-17.853433768590428,-16.975630043552272
CTU2,-17.139677113772176,-18.942803125436885,-17.54052373995788,-17.334834490836784,-17.258222800939848,-17.58732491105451,-17.47903825380893,-17.421041191874636
ENO3,-17.976178381489298,-16.45737629826664,-17.509496844337257,-16.999231459052346,-16.747260881662466,-17.54488964473411,-17.880400816190697,-17.483776947222594
FBLN2,-17.976178381489298,-17.564291502183156,-17.25673077395729,-17.008333666159597,-17.025562044149574,-17.82052408734754,-17.9358959287824,-17.618078038934186
PELI3,-17.46160520865954,-17.62087503054952,-17.637820941312796,-16.937074982989774,-16.936294706052486,-16.676134178012365,-17.250769266135812,-16.671849295375168
CREB3L4,-17.535605790103318,-17.357840624715728,-16.295901371237967,-17.246025223878927,-16.9507942757476,-17.524131084567312,-16.76283121980952,-17.483776947222594
SPRN,-17.368495804268058,-17.264731220324247,-18.064085696014892,-17.323429727564534,-16.67326030021869,-17.699217791125406,-17.58595345772544,-17.220742541388802
ZNF396,-17.08309358540581,-15.29894693566216,-16.231195681850153,-17.23529881728587,-16.936294706052486,-16.95297438337119,-16.52085842950356,-16.82588292404759
STK32C,-17.346127991239605,-17.220337100965793,-17.74215760112753,-17.40522381872818,-17.276370147650105,-17.722676763949394,-17.608321270753894,-17.19427033002761
CCDC138,-17.668056086126967,-16.310534909937374,-16.377585168831676,-17.112442069500336,-16.602870972327292,-18.405486588068694,-17.198930334616193,-16.583312620773512
AMT,-17.696070462296564,-16.382088170962405,-17.3636459778738,-17.466624363392324,-16.072356255628513,-17.424595411016398,-17.701430675145378,-16.727702530108683
RETN,-18.561140882210456,-15.997944679629345,-18.604654077377596,-15.915509633154842,-19.99518839510605,-14.795433106384708,-17.608321270753894,-13.82334520124569
ARMCX2,-17.724639614493334,-16.872413797545487,-16.336165241451692,-17.653902931584906,-17.17075995968951,-17.699217791125406,-17.069162459645863,-17.483776947222594
SASH1,-19.561140882210456,-15.907179215706163,-16.181442646653053,-15.42033071111839,-17.47162643904904,-20.483489100069967,-18.96446508097917,-16.953262230523816
SLC2A5,-17.010943799649976,-16.333993882761362,-16.05285844059164,-17.172563061937907,-16.907725553855716,-16.807924050567905,-17.165377774905167,-17.452068087495256
ARSK,-17.485852754906215,-16.741169264267235,-16.509496844337257,-17.224651573086362,-16.865905378161088,-18.405486588068694,-17.268471267869273,-17.021433733165395
GFER,-16.92555230841933,-18.09480621888193,-17.01969157665644,-16.981197536222083,-17.056588939770197,-17.524131084567312,-17.02335877003274,-17.65370194866491
RP11-762I7.5,-16.94223104956596,-17.220337100965793,-16.157195100406373,-17.639689072365204,-16.79879118230255,-16.96691357432906,-16.182056516051798,-18.975630043552272
SYT15,-16.498131084684655,-15.084822130309313,-15.99799650555712,-18.45413341920913,-16.921939413075414,-19.846059179454677,-17.499796813975728,-18.727702530108687
MGST2,-17.485852754906215,-17.094806218881935,-16.181442646653053,-16.597868896670576,-17.15388614112511,-16.59813166601109,-16.304540522576794,-17.220742541388802
CACNA1A,-15.900890254185061,-13.467069694470487,-15.27618313662346,-17.653902931584906,-17.649413558264325,-17.083558493181332,-17.165377774905167,-17.766176677923323
FHL3,-16.08309358540581,-17.67976871960309,-17.637820941312796,-17.836380983370304,-17.39032633694719,-16.0609570642442,-17.008408428566767,-16.727702530108683
ACTR3B,-17.75378596015285,-15.821787724475518,-16.955561239236726,-17.417296651028757,-16.602870972327292,-16.722676763949394,-17.63104134725398,-16.785805484672252
MERTK,-17.75378596015285,-16.357840624715728,-16.42022950624017,-15.8323341503076,-17.240300892942585,-16.287091887266463,-17.182056516051798,-16.15545108113708
HAS3,-16.89276237330166,-16.650021376209036,-16.89416069457258,-17.697404570221494,-17.222598891209127,-17.87205438798762,-17.360393757310312,-17.068739447943752
SLC16A4,-18.08309358540581,-17.094806218881935,-16.955561239236726,-16.8445088642537,-16.649413558264325,-17.463589542632263,-17.907881552612803,-16.766176677923323
NLRP2,-16.7835333035469,-16.59230587835275,-15.35672656393401,-16.91979699155794,-16.79879118230255,-17.54488964473411,-18.05373241907626,-18.516198424914972
CYB5RL,-17.94223104956596,-15.564291502183154,-16.309198193851426,-17.530754700812043,-17.120719277189913,-17.746523505903763,-17.198930334616193,-17.068739447943752
RNF122,-16.46160520865954,-17.62087503054952,-16.89416069457258,-17.142189412894385,-17.010295287496263,-16.38662756081738,-17.438396269311582,-16.671849295375168
SF3A2,-17.668056086126967,-17.805299601686947,-18.064085696014892,-17.417296651028757,-16.921939413075414,-16.524131084567312,-18.05373241907626,-16.690227824690023
DNAH14,-18.120568290824473,-15.055277854695298,-16.01969157665644,-16.77295560322867,-16.879711177686115,-17.313564098627655,-17.41849671187388,-16.43647123244424
KIAA1683,-17.391215880768144,-16.055277854695298,-17.816158182571307,-17.172563061937907,-16.747260881662466,-16.734550864237686,-17.775431256589155,-16.53268654770354
POLR3K,-17.324101684909603,-16.979329001462,-17.282725982490234,-17.36959990899746,-16.838683909426063,-18.746523505903763,-17.268471267869273,-17.331773853777545
KIF2C,-17.876642707938384,-16.805299601686947,-15.680381403540842,-16.479224400171958,-16.936294706052486,-18.161561005182605,-16.438396269311585,-18.068739447943752
ATG10,-17.28103296301772,-16.838466465622147,-16.93480267906993,-17.27869141279925,-16.591466209055042,-17.38662756081738,-17.563927151395443,-17.19427033002761
C6orf203,-17.10170926357316,-17.564291502183156,-16.434729075935284,-17.193173341613193,-17.025562044149574,-18.36801188265003,-17.47903825380893,-17.483776947222594
INPP5E,-17.302406613810287,-16.942803125436885,-18.42022950624017,-17.132205324321767,-16.980238053640083,-17.58732491105451,-17.907881552612803,-16.80570504210996
CCDC102A,-17.15904243863911,-18.177268379073908,-17.637820941312796,-17.08329572384082,-17.17075995968951,-18.098825249834643,-17.458574151249213,-17.452068087495256
BANF1,-16.15904243863911,-17.264731220324247,-17.04171788298644,-17.757525562659062,-18.450867878882242,-18.524131084567312,-17.132587839787497,-18.275190325411177
OSM,-15.46762899628731,-15.960950472147145,-16.65469475987719,-17.102661048707752,-17.99518839510605,-13.847670229360661,-15.873611650528057,-16.234163057151125
ZSWIM1,-17.046567709380696,-16.907179215706165,-16.854632330385943,-17.491935451921513,-17.15388614112511,-16.939168583846158,-16.921820743570677,-16.953262230523816
FDXACB1,-17.613608302104588,-17.406750225196674,-16.724235693130268,-17.393251177062105,-17.120719277189913,-18.227149346810183,-16.84013694597697,-17.168275121494666
C11orf68,-16.259971347489888,-17.310534909937374,-18.064085696014892,-17.517698547986594,-16.9507942757476,-15.973934002006835,-17.360393757310312,-16.953262230523816
C19orf24,-16.523005753323684,-17.741169264267235,-18.3636459778738,-17.323429727564534,-17.47162643904904,-17.44396073588333,-17.216003847975138,-17.452068087495256
REXO1,-17.391215880768144,-19.09480621888193,-19.064085696014892,-16.963386260105622,-17.29474867696496,-15.4784884190116,-19.216003847975138,-16.600590612205348
KCTD15,-17.46160520865954,-16.741169264267235,-17.309198193851426,-16.591015225629516,-17.450867878882242,-17.925493646949082,-17.1005266305552,-17.931235924193818
UBE2E2,-18.010943799649976,-17.310534909937374,-17.086805772514975,-17.20358995755853,-16.67326030021869,-18.295862096894197,-17.58595345772544,-16.953262230523816
HS3ST1,-17.90906418563076,-15.83846646562215,-16.604654077377596,-17.193173341613193,-16.240300892942585,-17.503666982007598,-17.379502580258016,-16.207445718775343
PLBD2,-18.414299493881185,-15.045562699862087,-16.377585168831676,-16.757525562659062,-17.120719277189913,-16.87205438798762,-17.75034027562632,-17.275190325411177
CH507-42P11.8,-16.61360830210459,-17.177268379073908,-17.10988938562802,-17.697404570221494,-16.825263393663743,-17.278374670165356,-18.800966348696292,-17.19427033002761
