,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
LRCH1,-15.548316841852872,-15.725572409216214,-14.778683477152647,-14.545585505737836,-14.43804383852466,-15.86551154212085,-15.194693341729725,-14.475784156469066
PCTP,-14.779781168685794,-14.187915623273417,-14.486656867979145,-14.755608359664771,-15.625954585440335,-13.6833082109001,-14.288649149806902,-13.749217850763486
IRF5,-14.122943098012376,-14.369913457016304,-15.243906733599706,-14.806302860417107,-14.785735029477104,-14.600846050708125,-15.346226425383717,-14.690227824690023
HIST1H2AM,-14.587136090743398,-15.725572409216214,-14.106983654452609,-14.842472597097183,-15.667261559597247,-14.846059179454675,-14.686480333679407,-15.718242200859619
BRCA2,-13.923480958399637,-14.161443411912224,-14.292596226514295,-15.031343644206098,-14.57452634663333,-16.453741756675914,-15.65995403916922,-15.062740707322309
MSANTD4,-15.002173590022243,-14.988606815050009,-14.22488190791795,-14.902723478198999,-14.676269050091028,-16.153568214429075,-15.038465662422949,-15.161848852335234
SELENOH,-15.015348978769977,-15.805299601686949,-14.710938870516813,-14.915509633154842,-14.623048854264923,-15.198086881207718,-15.355655838303647,-14.524418931719943
ZNF671,-15.183620461359775,-15.264731220324245,-14.431090498871935,-14.99018631944934,-14.725282512566974,-15.458657247090033,-14.907881552612803,-14.771058899303066
C5orf51,-15.297033441711434,-15.125179867925452,-14.642020929842081,-14.350664719938505,-14.52486846032602,-15.448842957263077,-15.104495532758145,-14.640239688858347
FUBP3,-15.703159887082883,-16.055277854695298,-14.642020929842081,-14.632634314831254,-14.380478550990844,-15.995202618760485,-14.887222082046712,-15.161848852335234
GORASP1,-13.862684250348464,-14.457376298266642,-15.098301411352807,-14.941427007529484,-14.631783664242532,-15.038704257397072,-15.173693043117172,-14.851508731723083
FAM175A,-15.07387505537643,-14.997944679629345,-14.367118169780607,-15.411247606355952,-14.679284087846462,-15.653414101512281,-15.012131514609486,-14.958821755865717
GALK2,-15.25475363821887,-15.16669913736372,-14.532704235498581,-14.86090330250437,-14.623048854264923,-15.783049381928876,-15.038465662422949,-14.88287290263242
PGM1,-15.396952250317286,-14.375987971425987,-14.568230669127724,-14.892154236488812,-14.883183369592922,-13.403115683605948,-13.850098056027171,-14.727702530108685
SLCO4C1,-15.24955473154455,-14.214882670873685,-14.184502446402108,-14.438670301821324,-14.301701437606727,-13.38545701710944,-13.70594615626787,-14.524418931719943
TRMO,-15.223837561436175,-15.264731220324245,-14.442033876558517,-15.270455262699485,-14.655338392221429,-15.07598527347653,-14.53417980800139,-14.89881444650144
LRRC4,-14.216210961961476,-14.026326480999169,-14.299214105278804,-14.509598049215477,-14.370697530198258,-13.396026258819626,-13.843449680017807,-14.846347026607305
DCTN2,-15.159042438639108,-15.104859883545858,-14.939964384185707,-14.680937358632722,-14.821927681100483,-14.036865257733291,-14.642536986091809,-14.591925751078218
RGP1,-15.357268548844804,-15.055277854695298,-14.835267005519013,-14.798386818384262,-14.605736306021683,-14.35649789463299,-14.866854284352748,-14.958821755865717
GUSB,-15.046567709380696,-15.550485702658122,-14.830466019255192,-14.468193363047666,-14.527582845023055,-14.767717728172885,-14.883807417633946,-15.405774435221323
PSMD9,-15.097032776363683,-15.13544820337928,-14.797299155319992,-14.838408664717285,-15.244760541133285,-14.282726694705062,-14.334525671539632,-14.339005423008622
LEO1,-15.291680207217228,-15.550485702658122,-14.259954674831576,-14.530754700812041,-14.623048854264923,-16.38662756081738,-14.63390668094837,-15.600590612205348
ALG11,-14.900890254185061,-14.863851784042064,-14.329376075789055,-15.34057086038593,-14.503335298776378,-15.980988759540786,-14.921820743570677,-15.0389921045497
GPS1,-15.20358887759237,-16.156206763546077,-15.092542142064122,-14.950170640601458,-14.79551605026969,-15.17363383748318,-14.925326687072213,-15.009845758890183
FAM20A,-14.613608302104591,-14.635374600244639,-15.052858440591638,-14.729031646833766,-14.538491744189995,-14.699217791125404,-14.220303985408762,-15.062740707322309
LAX1,-14.810075090999392,-16.055277854695298,-14.098301411352807,-15.097795293535935,-14.79551605026969,-16.503666982007598,-14.826961557229238,-15.155451081137082
CHM,-15.443683300662277,-15.055277854695298,-14.35672656393401,-14.594437991270304,-14.45861737848718,-15.555382018551754,-14.772270915695826,-14.89881444650144
ZBED4,-15.42012857268338,-15.788997789357849,-15.003389764327341,-15.06894043086375,-14.886663938327885,-15.145619461313583,-14.904417697309231,-14.635780040667646
STAMBPL1,-14.989117437196795,-15.49654689554732,-14.697763481769076,-15.080893233625515,-14.448293935218418,-16.434245581050117,-14.96807633453155,-15.027262811967594
MAK16,-15.23921278732309,-15.509843718160777,-14.157195100406375,-15.066561708081018,-14.643512956824638,-16.235561586626382,-14.788142308338708,-15.044892705989385
SLC14A1,-14.613608302104591,-14.259106671130368,-16.05285844059164,-16.334834490836784,-14.299380125696608,-14.86877925595476,-14.817158382198878,-12.496860424076507
SMAP1,-15.002173590022243,-15.310534909937372,-14.54444944317168,-14.509598049215477,-14.85223044126401,-15.424595411016398,-14.611141789816275,-14.751628369354165
ISG20L2,-14.713859775740092,-14.75693658012555,-14.684707328943631,-15.07370967501162,-15.044875519206407,-14.804791161082942,-14.804190249570578,-14.841203723331345
DDIT4,-13.980478518922922,-14.863851784042064,-14.54052373995788,-14.507983393153383,-14.685333132519265,-13.461121287041513,-15.41356441633165,-14.292635459870588
RNF219,-15.139677113772176,-15.578230693141029,-14.250304504797858,-14.701089617029346,-14.614366611165122,-15.92549364694908,-15.049900557485232,-14.947724046982387
SCAI,-15.561140882210454,-14.988606815050009,-14.552333042247513,-14.826285105634796,-14.43294597088498,-16.02405748143267,-15.034674083260574,-14.161848852335234
CLCN7,-15.139677113772176,-16.074906661444228,-16.133348358452007,-14.540624944836102,-14.397756542422682,-14.441525806966277,-15.608321270753896,-14.699505638278032
CEP164,-15.335072802730608,-14.606519737572452,-15.008803260513703,-14.64145816521826,-14.440599543428418,-15.434245581050119,-15.438396269311585,-15.074763235571524
GOLGA8N,-15.696070462296563,-14.264731220324245,-14.336165241451694,-14.469764070922892,-14.348929715116023,-14.946054969431396,-15.046078846532822,-14.713535198182091
ZNF587B,-15.661136672187174,-15.47031535397414,-14.617002469805241,-15.057085844517971,-14.519454964139655,-15.722676763949394,-14.856777211664797,-14.856688970828763
GLRX3,-15.144494130069953,-15.382088170962406,-14.199899551360613,-14.88166186267117,-14.961765393568603,-16.218785873875554,-14.52883648692708,-14.970005494358393
CDK11B,-15.374142367409199,-15.821787724475518,-15.231195681850153,-14.708488069350508,-14.360982375365047,-15.193982482874983,-15.41356441633165,-15.549365288850172
ADI1,-15.087725034137456,-15.055277854695298,-14.536608689954498,-15.122289855456684,-14.907725553855714,-14.743521017742239,-14.252970174329082,-14.94220704201482
BRMS1,-15.015348978769977,-15.125179867925452,-14.806697853322243,-14.747964924350969,-14.811966571050283,-14.820524087347538,-14.648319338685816,-15.275190325411177
ING4,-14.837114343751747,-15.156206763546079,-14.65894423287855,-14.906972951200357,-14.740947107730266,-14.878627041911106,-14.75345288749366,-14.541001815915546
MIGA1,-15.396952250317286,-15.198642029866473,-14.36018212257023,-15.008333666159595,-14.43294597088498,-16.04608378776267,-15.030892442718148,-14.810723116876582
GIGYF1,-15.516746762852,-15.924881217439623,-15.621142200166165,-14.774896013798104,-14.285530146935582,-14.122032640995968,-15.580415274184013,-14.401982856058948
ARRDC1,-15.055612848983701,-15.805299601686949,-15.751202740730537,-14.662858236819387,-14.719063989831815,-14.112317486162755,-15.332196865479657,-14.88287290263242
COX7A2,-14.275738663348205,-14.93381434220963,-14.030662694477444,-15.02440203478725,-14.890152924407763,-15.118138724891477,-14.420969197553399,-14.836078691153476
TM2D1,-15.281032963017719,-15.29894693566216,-14.588352265048496,-14.954562409718617,-14.47162643904904,-15.118138724891477,-15.069162459645863,-14.574750607270087
TRERF1,-15.844933848211047,-15.821787724475518,-14.801990850644716,-15.012906395949422,-14.453446422984019,-15.125937095451883,-15.403750126504692,-15.009845758890183
HPS4,-15.473678040960115,-15.026326480999169,-14.608758475710333,-15.117357559914453,-14.543977283273724,-15.349633353335177,-15.346226425383717,-14.335385107329925
MTRF1L,-14.921412578058405,-14.872413797545486,-14.312541636925795,-14.88166186267117,-14.495342508022848,-15.44396073588333,-14.971696650210248,-15.247709588989073
FARP2,-15.640575349704859,-15.253503964900991,-14.54052373995788,-14.954562409718617,-14.46380693458974,-15.345075071372872,-15.428412180738961,-14.73245606007932
RSRC1,-15.46762899628731,-15.536810765761047,-14.568230669127724,-14.717789810411855,-14.397756542422682,-15.852514201591974,-15.05373241907626,-15.027262811967594
SNX11,-14.391215880768142,-14.613679529145317,-14.9245343436161,-15.042987735187282,-14.872791763746328,-13.8918628690678,-14.602696721560019,-14.549365288850172
HGS,-15.144494130069953,-16.035912529828366,-15.88417660599996,-14.525844786688236,-14.311024216677792,-14.137714263228238,-15.463663027922014,-14.89881444650144
SLFN12,-13.868649917184852,-13.212163169520093,-14.689046264667969,-14.810277229434403,-14.805363836226036,-15.169598324248023,-15.112466243866725,-15.074763235571524
MRPL19,-15.218748684763376,-15.71014236864661,-14.416627269559973,-14.725274626374874,-14.563342608140655,-15.90522125192282,-14.853433768590428,-14.88287290263242
NRF1,-14.976178381489298,-15.394366500740842,-14.774066849082274,-14.738467226843378,-14.664271516991436,-14.995202618760485,-14.856777211664797,-14.671849295375168
SLC27A3,-13.65081938120166,-13.530021600098408,-15.54052373995788,-15.17000735703415,-14.530302346376647,-15.448842957263077,-16.468769918355104,-15.524418931719941
CRACR2A,-15.396952250317286,-15.125179867925452,-14.608758475710333,-14.96117523279027,-14.709786176243806,-15.118138724891477,-15.132587839787499,-14.699505638278032
ARL2BP,-14.724639614493334,-16.333993882761362,-14.445700193756286,-14.7140619141751,-14.961765393568603,-15.439094980711513,-14.250769266135812,-14.88287290263242
CEACAM1,-13.06699960928551,-13.02393988816229,-15.269669829664787,-14.636157381394952,-15.58015089582721,-13.407861395256598,-14.719578021855636,-14.463877389784892
ABT1,-15.015348978769977,-15.578230693141029,-14.50184327179382,-15.295306126650148,-15.170759959689509,-14.617240488958794,-14.346226425383717,-14.790754700643987
DAGLB,-15.17373894984581,-15.156206763546079,-15.104083763946813,-14.769082594081464,-14.838683909426063,-14.684747308317071,-14.997296473446545,-14.836078691153476
CRY2,-15.193570121767378,-15.772878123994571,-15.030662694477444,-15.003775384197294,-14.6883671926089,-15.336001487747412,-15.004694925767703,-14.825882924047589
CCR5,-15.188586714253123,-15.198642029866473,-13.852197401468889,-13.86606500762015,-14.925514867299244,-17.193982482874983,-14.80096634869629,-16.080812280244327
NDUFV3,-15.302406613810286,-14.997944679629345,-14.464172853827765,-15.015198207457411,-15.158086129654398,-15.453741756675914,-15.473894950532971,-15.339005423008622
SLC38A9,-15.218748684763376,-15.114984100819566,-14.47537106043263,-14.978959064026084,-14.430403776322526,-15.728601597906499,-14.925326687072213,-14.357244541293666
MRPL51,-14.703159887082883,-15.457376298266642,-14.041717882986438,-14.708488069350508,-15.010295287496263,-15.274035734441016,-14.435893762108414,-15.549365288850172
C3orf62,-14.791066976232308,-14.564291502183154,-14.671768273236134,-14.334834490836784,-14.56056016746933,-14.6338233731544,-14.577654134506956,-14.800704361051592
SNRNP48,-15.149327283805897,-14.93381434220963,-14.35672656393401,-14.810277229434403,-14.46640872977802,-15.49354276473389,-14.6167994246782,-14.8934810021984
MED12,-16.046567709380696,-15.83846646562215,-15.169267932706951,-14.482391679250641,-14.322763053134556,-13.958185810016529,-15.494579104704709,-14.289129516369051
ABCD2,-15.473678040960115,-15.805299601686949,-13.945144623291386,-15.262265864886139,-14.611484102632001,-17.177680670545882,-14.602696721560019,-15.58331262077351
ELL2,-14.657689370568708,-14.650021376209038,-14.22488190791795,-14.8323341503076,-14.890152924407763,-15.544889644734111,-14.860128421164434,-14.704167015647895
EAPP,-14.976178381489298,-15.231308218786797,-14.434729075935282,-14.956763317911888,-14.842058636206719,-15.25680932033042,-14.49718560051919,-15.174730143631965
UBE2A,-14.844933848211046,-15.457376298266642,-14.617002469805241,-14.639689072365204,-14.535756776468755,-15.331486006624917,-15.049900557485232,-14.618078038934186
ZNF548,-15.329576814975756,-15.431841206159506,-14.482885114089935,-15.152243077558312,-14.500666112000395,-16.114255290404248,-15.224616978279844,-14.508024493469275
GNB5,-15.13009106494298,-14.702488796103173,-14.715357541783817,-15.915509633154842,-15.141359043248949,-14.614495112219977,-15.198930334616193,-14.386915407970006
ASPM,-15.868649917184852,-15.007343377631594,-13.498031657843804,-13.680028001501517,-14.311024216677792,-17.06845160079112,-14.823686425196374,-15.428735583664634
CLN8,-14.993456372921134,-15.055277854695298,-14.733168817900276,-15.193173341613193,-14.608607341876438,-15.133777848669066,-15.065289450498659,-14.278662517317983
TCOF1,-15.68199527708484,-15.679768719603091,-14.919427453183012,-14.96117523279027,-14.552244899257325,-15.458657247090033,-15.484199958924709,-14.867105586774102
ADARB1,-15.791066976232308,-15.026326480999169,-15.052858440591638,-14.65568955105892,-14.27408920639887,-15.716776162509708,-15.304540522576794,-13.864494373317564
CBR4,-15.473678040960115,-15.49654689554732,-14.398749778829716,-14.842472597097183,-14.341746156502131,-15.911947115111134,-14.8906448476875,-14.785805484672252
MOAP1,-15.36287125507418,-15.725572409216214,-14.576245662191841,-15.052371150645918,-14.835317058327664,-15.419794424752578,-15.038465662422949,-15.227437193962812
UBL7,-14.61695174517896,-15.406750225196673,-14.9245343436161,-15.149723085579794,-15.400241805812275,-14.693412169444198,-14.09854626642696,-14.51210567028109
DRAP1,-13.490444891539521,-14.094806218881935,-15.075401009242729,-15.152243077558312,-14.86934446212786,-15.529292789683092,-15.563927151395443,-15.240920423326434
KCTD10,-15.385502229573747,-14.881026927850195,-14.889160013514214,-14.981197536222083,-14.950794275747601,-14.826865614221365,-15.136646056361851,-15.09911309698727
MITD1,-15.340589807698173,-14.788997789357849,-14.325993436394404,-14.772955603228668,-14.269538114167682,-16.24402316537458,-15.36039375731031,-14.89881444650144
E4F1,-15.297033441711434,-16.264731220324247,-15.825680956689814,-14.941427007529484,-14.498001854473339,-14.88192463201168,-15.39400214995313,-14.795720953537336
WBP2,-13.856743150500678,-14.863851784042064,-16.121571190675652,-15.142189412894387,-15.116626522556029,-13.480986592866797,-14.997296473446545,-13.699505638278032
WIPF2,-15.391215880768142,-14.997944679629345,-14.914338576510213,-14.432531164723915,-14.500666112000395,-13.920398779826316,-15.731804324188897,-14.795720953537336
RBX1,-14.529292016171114,-15.382088170962406,-14.88417660599996,-15.095368556141395,-14.670257812057168,-15.05722434536787,-14.96807633453155,-13.964402788129018
SNX22,-15.561140882210454,-15.889691788977322,-15.212336654598836,-14.826285105634796,-14.45861737848718,-14.705046869927601,-15.246377497018653,-14.117649048424699
MMGT1,-14.989117437196795,-15.606519737572453,-14.584305431985793,-14.671869478114353,-14.85563704270726,-14.849283080328963,-14.547625339066343,-14.658217429787403
C11orf54,-15.313213368766867,-14.91600306609317,-14.35672656393401,-14.668258224561976,-14.848831864802145,-14.737534722676505,-14.611141789816275,-14.536838190974011
TRAPPC4,-14.946431038095247,-15.231308218786797,-14.282725982490234,-15.097795293535935,-15.145522668190484,-14.878627041911106,-14.47903825380893,-15.117649048424699
BRPF1,-15.567595904347753,-15.725572409216214,-14.992623333458269,-14.540624944836102,-14.652372933744866,-14.885229776735352,-15.25959311652282,-15.021433733165395
KIAA1958,-13.417211089301086,-13.42238087691044,-14.844917175552734,-15.129720060932172,-14.85223044126401,-14.898526599348813,-15.762831219809522,-14.114543137556877
NUAK2,-14.46762899628731,-15.322216714985005,-15.50184327179382,-14.934903883948147,-15.170759959689509,-13.416204140757257,-15.165377774905167,-14.52030282324771
UTP23,-15.213677695215955,-15.394366500740842,-14.212336654598836,-15.085702221547914,-14.980238053640083,-15.959927144012955,-14.731804324188897,-14.737225304227193
VAMP1,-15.449632566993465,-15.220337100965793,-15.169267932706951,-14.8323341503076,-13.853932736495011,-15.555382018551754,-15.453503161701791,-14.742010366792568
KLHDC3,-15.111107961575406,-16.016803706880662,-14.939964384185707,-14.92625201369524,-14.94352627528356,-14.506209176570051,-14.580415274184013,-14.872342235140248
GMEB1,-15.396952250317286,-15.187915623273417,-14.54444944317168,-15.038318815122436,-14.929099204648283,-15.145619461313583,-15.116468174424222,-15.194270330027612
GPR160,-15.313213368766867,-14.264731220324245,-14.163218888034145,-13.87124524672583,-14.469015225592502,-13.471019748107752,-13.79614396523945,-14.177968517698512
CTSL,-13.792956557433527,-14.530021600098408,-14.302534463570415,-15.278691412799251,-14.557783082798755,-16.783049381928876,-15.41356441633165,-14.785805484672252
ZNF337,-15.23921278732309,-16.24236340729579,-14.377585168831676,-15.142189412894387,-14.175009432690866,-16.304685947281204,-15.194693341729725,-14.67642202516499
PTOV1,-14.913168583963497,-16.035912529828366,-15.54052373995788,-14.565600093198237,-14.552244899257325,-14.734550864237686,-14.91483431325457,-15.004086489601498
MRPS10,-15.228944451869266,-15.578230693141029,-14.130395041062659,-15.10999059050624,-15.006503708333888,-15.4150093621872,-14.355655838303647,-14.92578149410171
LRIG1,-15.329576814975756,-15.805299601686949,-14.633633144349362,-14.746060376165607,-14.802073766291853,-15.508755858680397,-14.794540079536858,-14.785805484672252
SLC25A11,-15.154176683467293,-15.606519737572453,-14.869328841592646,-14.8222664538974,-14.73152795539787,-14.598131666011088,-14.420969197553399,-14.94220704201482
BLCAP,-15.281032963017719,-15.209448784823056,-15.008803260513703,-14.890049648163888,-14.57172227375663,-14.932314912805095,-15.177868719088364,-14.467835403353574
ARMC1,-15.188586714253123,-15.650021376209038,-13.966053613054367,-15.050019568966523,-14.719063989831815,-16.06845160079112,-14.558472721303335,-15.09911309698727
PRKAB2,-15.281032963017719,-14.97011047143262,-14.654694759877192,-14.987933867717958,-14.249234017712594,-15.473505011497345,-14.8906448476875,-14.841203723331345
PHLPP2,-14.844933848211046,-14.89840900607843,-14.955561239236726,-15.102661048707752,-14.825263393663741,-16.114255290404248,-15.563927151395443,-13.287379734419092
MPI,-15.351687516581505,-15.264731220324245,-14.625293843436634,-15.32912083964239,-14.670257812057168,-15.631046288483827,-14.719578021855636,-14.694859273421669
RNF19B,-14.03982087694011,-14.613679529145317,-14.774066849082274,-14.956763317911888,-14.950794275747601,-13.949510528067616,-15.29998224061449,-14.671849295375168
SLC46A3,-15.4797525553698,-15.114984100819566,-14.532704235498581,-14.71592465819229,-14.538491744189995,-14.980988759540784,-14.583181708475387,-14.92578149410171
ICOS,-15.329576814975756,-16.177268379073908,-13.96079788760287,-14.854733535264163,-14.474242387256053,-17.161561005182605,-14.346226425383717,-14.964402788129018
MFAP3L,-15.069287785880778,-14.91600306609317,-15.413034004835964,-15.142189412894387,-14.640571681512517,-13.193982482874983,-14.39157541255859,-15.207445718775343
PRR5L,-15.324101684909603,-16.220337100965793,-14.746673082250023,-14.919796991557941,-14.78248936997345,-16.153568214429075,-15.744135126099614,-15.557777528666374
BRCA1,-15.111107961575406,-14.749031382040203,-13.947741734777425,-14.137188731836021,-14.582971414889586,-15.614495112219977,-14.957269579574968,-15.062740707322309
ITFG2,-15.574079937917952,-15.620875030549522,-14.79262266811052,-15.251418482649145,-14.538491744189995,-15.722676763949394,-15.182056516051798,-14.780873189130023
SEPHS1,-15.431857865265487,-15.821787724475518,-14.325993436394404,-15.015198207457411,-14.991436260244946,-15.952974383371187,-14.531505673703066,-15.413387619331198
RRM2,-15.228944451869266,-15.536810765761047,-13.413034004835964,-14.330547132433685,-14.555011333548702,-16.227149346810183,-14.112466243866725,-16.888167202301933
GCLC,-15.91728469243573,-15.055277854695298,-15.315892846425433,-14.909102390761703,-14.63763639048797,-16.106519641624644,-15.695431934523935,-14.549365288850172
NOMO1,-15.63378618404222,-16.24236340729579,-14.869328841592646,-14.601307980637348,-14.643512956824638,-15.349633353335177,-15.542232080296122,-14.89881444650144
NUDC,-14.216210961961476,-16.074906661444228,-14.981936654661022,-14.677303364164981,-14.925514867299244,-16.524131084567312,-14.722624897414502,-15.89881444650144
ZNF639,-15.485852754906217,-15.156206763546079,-14.23753720872398,-15.059448981886451,-14.682305439821699,-15.839632910295244,-14.728738021141112,-14.867105586774102
GUF1,-15.25997134748989,-15.788997789357849,-14.35327926231554,-14.941427007529484,-14.541231906534907,-16.03870425739707,-15.084759314696882,-15.068739447943752
OSBPL10,-15.73913918418845,-15.523264233923099,-14.976622854764555,-14.985684927214397,-14.231422741596132,-15.41024011803933,-14.75657222933784,-14.257953620485875
ZNF3,-15.188586714253123,-15.220337100965793,-14.445700193756286,-15.31493493339908,-14.828606836738112,-15.587324911054507,-14.79774963601275,-15.033115538213032
MYCBP,-14.768582962080929,-15.026326480999169,-14.184502446402108,-14.90060342632463,-14.998950313902252,-14.804791161082942,-14.448449933975507,-14.970005494358393
ZNF43,-15.73913918418845,-15.145790147600739,-13.981936654661022,-15.193173341613193,-14.410225894384897,-15.973934002006835,-14.853433768590428,-14.877597960591745
CXorf23,-15.791066976232308,-15.431841206159506,-14.72423569313027,-14.468193363047666,-14.03711907557197,-15.1416614477449,-15.448449933975507,-14.737225304227193
TNIP2,-14.837114343751747,-15.620875030549522,-15.133348358452007,-14.778784682030865,-14.673260300218692,-14.587324911054507,-14.911353744519609,-15.09298699419043
DUSP11,-15.144494130069953,-14.997944679629345,-14.54838585773085,-15.177688094115775,-14.772795973769606,-15.309118193596463,-14.692441891918124,-14.841203723331345
RAE1,-15.115830371817811,-15.310534909937372,-14.65894423287855,-15.122289855456684,-15.267267940542856,-15.244023165374578,-14.677583933191011,-15.09298699419043
ACTL6A,-15.340589807698173,-15.550485702658122,-14.118641859636982,-15.240652051780076,-14.936294706052486,-16.415009362187202,-14.327550500623293,-15.491814266288014
MGAT4B,-15.188586714253123,-15.997944679629345,-15.751202740730537,-14.921945458136516,-14.929099204648283,-13.725636139429936,-14.778598535667836,-14.699505638278032
KNL1,-15.91728469243573,-14.942803125436884,-14.03617969944501,-14.223326175619793,-14.519454964139655,-16.734550864237686,-14.804190249570578,-15.413387619331198
IRF2BPL,-14.168823459431692,-14.523264233923099,-15.646233181128995,-14.491935451921512,-15.137207399978482,-13.164569755054943,-15.860128421164434,-15.194270330027612
METTL4,-14.455606468038095,-14.75693658012555,-14.742157601127532,-15.008333666159595,-14.533026983713183,-16.083558493181332,-14.883807417633946,-14.981276606693413
BRI3,-13.692538771326308,-14.578230693141027,-15.199899551360613,-14.372535200022007,-15.06839824205983,-14.17363383748318,-14.642536986091809,-14.742010366792568
MGAM2,-14.146908683003254,-13.236825223754362,-14.442033876558517,-13.423371165438441,-14.649413558264323,-14.670420526817969,-13.486787753413864,-14.618078038934186
RNF181,-14.761165490518447,-15.242363407295791,-14.423840759792549,-14.937074982989776,-15.092310862004158,-14.755568645506768,-14.443414344078208,-14.800704361051592
PILRB,-15.223837561436175,-15.01680370688066,-15.26318579609459,-14.840439199944656,-14.297062542803207,-14.110382281257042,-15.008408428566769,-15.303204701580777
NELFB,-15.193570121767378,-16.838466465622147,-15.398749778829716,-14.740361770833156,-14.961765393568603,-14.587324911054507,-14.925326687072213,-15.168275121494668
SIT1,-15.414299493881183,-16.156206763546077,-14.719789788099076,-15.286974852058192,-15.285530146935582,-15.354206083125,-14.39400214995313,-14.61368626981703
CREB3L2,-15.055612848983701,-14.797125670241249,-14.584305431985793,-14.51445288848294,-14.897156312145528,-14.573929317685465,-15.907881552612803,-14.626901889321193
SETBP1,-15.852795965984017,-15.01680370688066,-14.568230669127724,-14.751781580124259,-14.20728583571462,-15.710899596173041,-15.526172229400025,-14.536838190974011
BRI3BP,-15.746443984811682,-15.523264233923099,-14.416627269559973,-14.65926944133472,-15.116626522556029,-15.227149346810181,-14.171609728616682,-15.331773853777547
TSPAN2,-14.449632566993465,-14.419241169379871,-14.797299155319992,-14.765219954449062,-14.759971933412023,-14.167584792810374,-13.201053506509163,-13.87234223514025
AP3S1,-14.791066976232308,-14.606519737572452,-14.427461075471244,-14.740361770833156,-14.80866142632661,-14.656234620574658,-14.41356441633165,-14.699505638278032
ANKRD50,-15.761165490518447,-14.821787724475518,-14.532704235498581,-13.954562409718617,-14.58015089582721,-15.181738887120234,-14.65995403916922,-14.713535198182091
CHIC2,-14.388356226628902,-14.530021600098408,-14.874261137134877,-14.629119830655018,-14.958099076370834,-13.972175689734474,-14.894075753087773,-15.044892705989385
FIBP,-14.884680027003801,-15.13544820337928,-14.467895939870482,-15.119821599865933,-15.380478550990844,-14.722676763949393,-14.31370052186227,-15.111443898897992
DOK1,-14.449632566993465,-14.872413797545486,-15.003389764327341,-14.790513974612972,-14.825263393663741,-14.345075071372872,-14.781772783462982,-14.964402788129018
FAM214B,-14.643981951148108,-14.664818378137118,-15.680381403540842,-14.806302860417107,-14.9728205820776,-13.78613536180262,-14.836831801253298,-14.39820121551652
NDUFA12,-14.449632566993465,-15.523264233923099,-14.184502446402108,-15.088112740138596,-15.002722067791462,-15.96691357432906,-14.250769266135812,-15.727702530108685
RFXANK,-14.647396615560872,-14.942803125436884,-14.693398289207677,-14.774896013798104,-14.835317058327664,-14.345075071372872,-13.959065093236582,-14.653701948664908
DPP7,-15.20358887759237,-17.13544820337928,-15.517191236127259,-14.76329250587795,-14.667261559597247,-15.005955675057358,-15.286393175866534,-15.200842983951098
LRRC57,-14.482799430928663,-14.657400906574635,-14.576245662191841,-14.582493670783661,-14.876247322382547,-14.87205438798762,-15.008408428566769,-15.027262811967594
MYBL1,-14.880655770445008,-16.13544820337928,-14.20610470088732,-14.854733535264163,-14.02748179831294,-17.193982482874983,-16.369916531428817,-15.117649048424699
AURKAIP1,-14.4797525553698,-15.431841206159506,-15.10988938562802,-14.862965768961265,-15.044875519206407,-14.300267276014198,-14.820418711362464,-15.360920199437064
SLC25A40,-15.473678040960115,-15.509843718160777,-14.27618313662346,-14.778784682030865,-14.76316727257183,-14.690518096175019,-13.86348743325435,-14.574750607270087
HEATR3,-15.620302954678598,-15.209448784823056,-14.329376075789055,-15.022095567404081,-14.722169900699637,-15.524131084567314,-14.946543172981908,-14.690227824690023
DNPEP,-15.13009106494298,-15.509843718160777,-14.835267005519013,-15.42033071111839,-15.010295287496263,-15.839632910295244,-15.092621432469853,-15.155451081137082
RASAL3,-15.473678040960115,-16.156206763546077,-15.894160694572582,-14.814262577385582,-14.625954585440335,-14.020418904369324,-15.47903825380893,-14.825882924047589
GFM2,-14.99780839746084,-15.29894693566216,-14.398749778829716,-14.599587413896877,-14.661287658552617,-15.746523505903761,-14.817158382198878,-15.105265323968865
NIFK,-15.414299493881183,-15.855340284186545,-14.157195100406375,-14.987933867717958,-14.918372798055223,-16.202202989679954,-14.566662119116682,-15.033115538213032
PROSER1,-15.346127991239603,-14.813520108491916,-14.637820941312796,-14.784637408276305,-14.52486846032602,-15.064699465930016,-15.65995403916922,-14.88287290263242
ASUN,-15.183620461359775,-15.805299601686949,-14.133348358452007,-14.749871990115627,-14.737800552413402,-16.56595126026194,-14.677583933191011,-15.111443898897992
CARHSP1,-15.17867124538804,-15.287451296824331,-14.811420263564644,-15.090527293071894,-15.141359043248949,-14.17363383748318,-15.02335877003274,-14.795720953537336
GAA,-15.710284321516264,-15.650021376209038,-15.398749778829716,-14.172563061937907,-14.634707059449298,-13.502397562620033,-14.887222082046712,-14.795720953537336
ZKSCAN5,-14.933867576631334,-14.46383132040394,-14.482885114089935,-14.956763317911888,-14.998950313902252,-15.326984614389977,-14.744135126099614,-15.227437193962812
TDP1,-15.510514809140487,-15.772878123994571,-14.494230087683947,-15.254122691577525,-14.658309958752719,-16.06845160079112,-14.677583933191011,-15.149081556261356
ALG6,-15.485852754906217,-15.419241169379871,-14.139273192409112,-14.875402872199485,-14.304026490552973,-15.25680932033042,-14.810659744900136,-14.785805484672252
